FECHA	HORA	PM2.5	NO	NO2	PM10	NOx
23/10/2023	09	2	11	28	9	45
23/10/2023	10	3	10	22	13	37
23/10/2023	11	2	9	21	13	34
23/10/2023	12	2	10	23	10	38
23/10/2023	13	2	10	27	9	43
23/10/2023	14	3	12	35	12	53
23/10/2023	15	2	10	34	12	49
23/10/2023	16	6	14	48	17	70
23/10/2023	17	14	11	45	42	62
23/10/2023	18	12	7	41	35	52
23/10/2023	19	15	7	36	34	46
23/10/2023	20	14	3	35	25	41
23/10/2023	21	4	4	35	8	41
23/10/2023	22	3	4	24	5	29
23/10/2023	23	3	2	17	5	19
24/10/2023	00	2	1	16	4	18
24/10/2023	01	2	1	10	4	11
24/10/2023	02	1	1	7	3	9
24/10/2023	03	1	1	5	3	6
24/10/2023	04	2	2	8	4	11
24/10/2023	05	2	4	23	7	29
24/10/2023	06	5	14	38	11	59
24/10/2023	07	4	19	43	12	72
24/10/2023	08	4	15	38	10	61
24/10/2023	10	2	10	16	9	31
24/10/2023	11	2	7	15	9	26
24/10/2023	12	3	8	15	11	26
24/10/2023	13	4	8	15	12	26
24/10/2023	14	2	8	17	12	29
24/10/2023	15	2	6	15	11	25
24/10/2023	16	2	8	20	12	33
24/10/2023	17	3	8	31	12	43
24/10/2023	18	4	7	26	9	36
24/10/2023	19	5	5	20	11	27
24/10/2023	20	3	4	26	9	33
24/10/2023	21	3	3	16	9	20
24/10/2023	22	2	2	13	7	15
24/10/2023	23	2	1	8	5	10
25/10/2023	00	2	1	4	4	6
25/10/2023	01	2	1	4	4	5
25/10/2023	02	2	1	3	5	5
25/10/2023	03	3	1	5	5	7
25/10/2023	04	2	1	10	5	12
25/10/2023	05	2	4	23	6	30
25/10/2023	06	3	14	46	9	67
25/10/2023	07	4	15	42	14	66
25/10/2023	08	3	16	37	12	61
25/10/2023	09	3	10	22	9	37
25/10/2023	10	3	17	29	17	55
25/10/2023	11	4	6	12	26	21
25/10/2023	12	3	7	16	18	26
25/10/2023	13	3	7	19	15	29
25/10/2023	14	4	10	21	22	36
25/10/2023	15	4	8	23	20	35
25/10/2023	16	5	9	32	20	46
25/10/2023	17	5	10	38	21	54
25/10/2023	18	5	12	35	17	54
25/10/2023	19	6	9	32	16	46
25/10/2023	20	5	8	31	14	43
25/10/2023	21	6	5	28	20	36
25/10/2023	22	4	2	8	11	11
25/10/2023	23	4	1	8	8	10
26/10/2023	00	5	1	5	9	7
26/10/2023	01	7	1	4	11	5
26/10/2023	02	6	1	8	11	10
26/10/2023	03	7	1	5	11	7
26/10/2023	04	6	3	12	10	16
26/10/2023	05	6	6	22	10	32
26/10/2023	06	7	18	32	15	59
26/10/2023	07	8	26	49	20	88
26/10/2023	08	8	10	23	27	38
26/10/2023	09	6	8	14	20	26
26/10/2023	10	8	7	11	44	21
26/10/2023	11	5	7	12	32	23
26/10/2023	12	4	9	12	25	26
26/10/2023	13	3	7	12	15	23
26/10/2023	14	3	9	13	17	26
26/10/2023	15	3	10	14	14	29
26/10/2023	16	3	8	16	14	28
26/10/2023	17	4	10	21	17	37
26/10/2023	18	5	9	20	26	33
26/10/2023	19	4	7	22	15	32
26/10/2023	20	4	3	11	22	16
26/10/2023	21	1	3	13	6	17
26/10/2023	22	1	9	6	3	21
26/10/2023	23	1	1	4	4	5
27/10/2023	00	1	1	3	4	4
27/10/2023	01	1	1	4	5	6
27/10/2023	02	1	1	5	3	7
27/10/2023	03	1	1	6	2	8
27/10/2023	04	2	1	16	7	18
27/10/2023	05	2	6	28	9	38
27/10/2023	06	4	14	42	13	64
27/10/2023	07	6	20	58	22	89
27/10/2023	08	8	16	46	27	70
27/10/2023	09	5	17	48	21	74
27/10/2023	10	6	15	43	25	67
27/10/2023	11	5	9	23	20	36
27/10/2023	12	5	10	23	19	38
27/10/2023	13	7	14	28	37	49
27/10/2023	14	6	15	26	31	49
27/10/2023	15	5	8	21	20	32
27/10/2023	16	5	7	18	20	29
27/10/2023	17	4	7	22	11	32
27/10/2023	18	4	10	35	13	50
27/10/2023	19	6	17	54	17	79
27/10/2023	20	7	8	44	18	56
27/10/2023	21	6	4	20	12	26
27/10/2023	22	5	3	15	10	19
27/10/2023	23	5	2	9	10	12
28/10/2023	00	5	1	6	10	7
28/10/2023	01	5	1	6	8	7
28/10/2023	02	5	1	5	9	6
28/10/2023	03	4	1	5	7	7
28/10/2023	04	4	1	8	7	10
28/10/2023	05	3	2	8	5	11
28/10/2023	06	2	3	14	5	19
28/10/2023	07	3	3	17	8	22
28/10/2023	08	4	5	17	13	24
28/10/2023	09	4	5	13	11	20
28/10/2023	10	4	5	10	12	17
28/10/2023	11	5	5	11	16	18
28/10/2023	12	4	5	11	12	17
28/10/2023	13	4	6	13	12	22
28/10/2023	14	4	4	7	11	12
28/10/2023	15	3	3	8	8	13
28/10/2023	16	2	3	8	6	12
28/10/2023	17	3	3	13	9	18
28/10/2023	18	4	6	29	12	37
28/10/2023	19	5	8	48	17	60
28/10/2023	20	5	11	56	15	72
28/10/2023	21	6	7	38	14	49
28/10/2023	22	6	3	28	12	33
28/10/2023	23	5	2	19	10	22
29/10/2023	00	4	2	12	8	15
29/10/2023	01	4	1	9	6	11
29/10/2023	02	3	1	5	7	7
29/10/2023	03	4	1	9	7	10
29/10/2023	04	4	2	8	10	11
29/10/2023	05	4	1	4	7	6
29/10/2023	06	4	2	14	7	16
29/10/2023	07	5	2	11	10	14
29/10/2023	08	5	4	16	10	23
29/10/2023	09	5	4	10	11	15
29/10/2023	10	4	4	9	9	15
29/10/2023	11	4	3	9	12	13
29/10/2023	12	4	5	9	12	17
29/10/2023	13	4	5	12	9	19
29/10/2023	14	3	5	14	7	21
29/10/2023	15	4	5	14	12	21
29/10/2023	16	4	5	12	11	20
29/10/2023	17	4	8	24	11	35
29/10/2023	18	6	7	47	14	58
29/10/2023	19	7	11	63	21	80
29/10/2023	20	10	33	81	28	132
29/10/2023	21	10	35	79	28	133
29/10/2023	22	10	26	68	23	107
29/10/2023	23	9	8	41	22	54
30/10/2023	00	7	2	31	16	34
30/10/2023	01	6	2	25	13	27
30/10/2023	02	5	1	20	12	22
30/10/2023	03	5	1	16	11	17
30/10/2023	04	5	3	26	11	29
30/10/2023	05	6	4	35	15	41
30/10/2023	06	5	8	37	15	49
30/10/2023	07	4	21	56	14	88
30/10/2023	08	8	47	72	34	144
30/10/2023	09	11	36	74	55	129
30/10/2023	10	11	15	40	31	63
30/10/2023	11	5	11	27	29	43
30/10/2023	12	6	19	29	39	58
30/10/2023	13	4	10	19	26	34
30/10/2023	14	3	8	20	15	32
30/10/2023	15	5	9	22	39	35
30/10/2023	16	5	6	17	31	27
30/10/2023	17	4	10	25	27	40
30/10/2023	18	3	9	35	16	48
30/10/2023	19	2	7	26	10	36
30/10/2023	20	3	5	30	11	39
30/10/2023	21	3	5	22	8	29
30/10/2023	22	3	3	18	8	22
30/10/2023	23	2	1	7	6	9
31/10/2023	00	2	1	5	7	7
31/10/2023	01	2	1	5	6	7
31/10/2023	02	2	1	4	7	6
31/10/2023	03	2	1	6	6	7
31/10/2023	04	3	1	16	7	18
31/10/2023	05	3	3	23	9	27
31/10/2023	06	3	17	41	9	67
31/10/2023	07	5	42	64	18	128
31/10/2023	08	6	29	49	24	95
31/10/2023	09	10	30	43	34	89
31/10/2023	10	6	16	30	18	54
31/10/2023	11	7	15	30	25	54
31/10/2023	12	7	13	30	25	49
31/10/2023	13	8	11	28	29	45
31/10/2023	14	6	10	34	25	50
31/10/2023	15	7	31	53	31	101
31/10/2023	16	8	27	63	30	104
31/10/2023	17	13	65	84	46	184
31/10/2023	18	8	33	73	22	124
31/10/2023	19	7	34	71	19	122
31/10/2023	20	8	34	76	23	127
31/10/2023	21	11	31	68	27	115
31/10/2023	22	14	22	60	30	94
31/10/2023	23	14	16	64	30	88
01/11/2023	00	15	16	61	38	86
01/11/2023	01	13	15	53	32	75
01/11/2023	02	12	12	48	33	66
01/11/2023	03	10	7	38	27	49
01/11/2023	04	5	3	20	12	24
01/11/2023	05	8	11	37	20	53
01/11/2023	06	9	39	47	23	106
01/11/2023	07	8	22	38	20	71
01/11/2023	08	8	4	11	29	17
01/11/2023	09	6	6	10	16	19
01/11/2023	10	4	4	10	14	16
01/11/2023	11	4	5	12	15	19
01/11/2023	12	4	5	12	23	20
01/11/2023	13	10	5	10	76	17
01/11/2023	14	5	4	12	32	19
01/11/2023	15	3	3	10	15	14
01/11/2023	16	3	4	17	13	24
01/11/2023	17	3	4	19	11	26
01/11/2023	18	3	6	17	12	26
01/11/2023	19	3	4	21	9	27
01/11/2023	20	3	2	11	11	15
01/11/2023	21	4	2	7	16	11
01/11/2023	22	3	4	6	12	12
01/11/2023	23	3	1	5	10	7
02/11/2023	00	3	1	4	7	6
02/11/2023	01	5	1	1	30	3
02/11/2023	02	6	1	1	37	3
02/11/2023	03	2	1	1	6	3
02/11/2023	04	2	1	2	6	4
02/11/2023	05	2	2	5	9	8
02/11/2023	06	4	3	10	30	15
02/11/2023	07	5	5	19	26	26
02/11/2023	08	5	11	26	35	42
02/11/2023	09	7	6	16	47	25
02/11/2023	10	6	7	13	46	23
02/11/2023	11	18	5	11	148	19
02/11/2023	12	26	6	12	208	21
02/11/2023	13	45	6	10	352	18
02/11/2023	14	27	5	10	205	18
02/11/2023	15	8	6	13	56	23
02/11/2023	16	9	6	18	62	27
02/11/2023	17	13	5	19	91	27
02/11/2023	18	9	8	24	50	35
02/11/2023	19	3	5	18	26	25
02/11/2023	20	3	4	21	12	26
02/11/2023	21	2	3	19	10	24
02/11/2023	22	3	2	14	14	18
02/11/2023	23	3	1	7	11	9
03/11/2023	00	2	1	7	7	9
03/11/2023	01	2	1	4	8	6
03/11/2023	02	4	1	2	22	3
03/11/2023	03	5	1	2	34	3
03/11/2023	04	4	1	4	15	6
03/11/2023	05	4	1	8	15	9
03/11/2023	06	5	4	17	19	23
03/11/2023	07	6	10	30	25	45
03/11/2023	08	6	10	25	23	40
03/11/2023	09	8	9	23	43	36
03/11/2023	10	11	7	15	82	25
03/11/2023	11	6	8	18	34	30
03/11/2023	12	10	8	17	66	30
03/11/2023	13	12	8	17	83	30
03/11/2023	14	6	10	22	39	37
03/11/2023	15	4	10	21	19	36
03/11/2023	16	4	7	21	21	31
03/11/2023	17	5	8	26	19	39
03/11/2023	18	4	11	38	15	55
03/11/2023	19	3	8	26	10	37
03/11/2023	20	3	6	25	8	34
03/11/2023	21	3	7	16	8	26
03/11/2023	22	3	3	12	6	17
03/11/2023	23	3	2	9	6	12
04/11/2023	00	3	2	9	6	12
04/11/2023	01	2	1	4	4	6
04/11/2023	02	3	1	3	6	4
04/11/2023	03	4	1	3	8	5
04/11/2023	04	4	1	2	9	4
04/11/2023	05	4	1	4	9	6
04/11/2023	06	5	2	7	9	10
04/11/2023	07	4	2	7	9	10
04/11/2023	08	4	2	6	10	10
04/11/2023	09	3	4	7	8	13
04/11/2023	10	2	4	9	9	15
04/11/2023	11	3	5	11	14	18
04/11/2023	12	3	4	8	18	15
04/11/2023	13	5	5	10	33	18
04/11/2023	14	7	3	6	47	10
04/11/2023	15	6	2	5	31	8
04/11/2023	16	5	3	7	25	11
04/11/2023	17	6	3	9	22	13
04/11/2023	18	6	4	10	21	16
04/11/2023	19	7	3	7	27	11
04/11/2023	20	5	2	7	26	11
04/11/2023	21	4	3	6	21	11
04/11/2023	22	3	6	8	16	16
04/11/2023	23	6	2	7	18	10
05/11/2023	00	7	1	5	21	7
05/11/2023	01	7	1	4	14	6
05/11/2023	02	7	1	3	14	5
05/11/2023	03	7	2	3	13	6
05/11/2023	04	7	1	4	13	5
05/11/2023	05	7	1	2	13	4
05/11/2023	06	8	1	2	14	4
05/11/2023	07	8	1	6	15	8
05/11/2023	08	8	2	6	17	9
05/11/2023	09	7	2	6	14	8
05/11/2023	10	7	3	7	14	11
05/11/2023	11	5	4	10	13	15
05/11/2023	12	6	3	7	16	11
05/11/2023	13	6	3	8	20	14
05/11/2023	14	5	3	7	20	12
05/11/2023	15	4	3	9	12	14
05/11/2023	16	4	3	11	12	15
05/11/2023	17	4	3	13	12	19
05/11/2023	18	5	5	24	11	31
05/11/2023	19	6	5	31	14	40
05/11/2023	20	6	6	31	14	40
05/11/2023	21	7	5	37	20	45
05/11/2023	22	7	3	18	14	21
05/11/2023	23	5	2	14	11	17
06/11/2023	00	5	1	9	9	11
06/11/2023	01	6	1	9	13	10
06/11/2023	02	6	1	7	11	9
06/11/2023	03	4	1	7	8	8
06/11/2023	04	5	1	7	9	9
06/11/2023	05	5	2	11	8	14
06/11/2023	06	5	9	23	10	36
06/11/2023	07	7	14	33	18	54
06/11/2023	08	8	32	48	29	96
06/11/2023	09	9	22	38	33	72
06/11/2023	10	6	17	29	19	54
06/11/2023	11	5	10	20	21	34
06/11/2023	12	4	9	20	19	33
06/11/2023	13	4	9	15	14	28
06/11/2023	14	4	6	15	14	24
06/11/2023	15	3	11	20	15	37
06/11/2023	16	3	7	25	16	36
06/11/2023	17	4	9	27	19	40
06/11/2023	18	5	32	57	19	105
06/11/2023	19	8	50	76	29	152
06/11/2023	20	8	35	76	28	129
06/11/2023	21	6	15	46	17	69
06/11/2023	22	4	4	19	9	25
06/11/2023	23	4	2	22	13	25
07/11/2023	00	5	1	21	14	24
07/11/2023	01	5	1	23	10	24
07/11/2023	02	4	1	18	8	19
07/11/2023	03	4	1	14	7	16
07/11/2023	04	3	4	22	7	28
07/11/2023	05	4	5	32	8	39
07/11/2023	06	5	11	46	14	64
07/11/2023	07	8	39	66	33	126
07/11/2023	08	9	37	56	32	113
07/11/2023	09	9	23	36	28	70
07/11/2023	10	6	12	22	22	40
07/11/2023	11	6	11	17	18	34
07/11/2023	12	4	7	14	15	25
07/11/2023	13	4	12	24	18	42
07/11/2023	14	4	10	22	18	36
07/11/2023	15	4	8	19	14	30
07/11/2023	16	4	6	19	24	28
07/11/2023	17	4	8	28	19	40
07/11/2023	18	5	14	41	20	61
07/11/2023	19	6	12	35	16	52
07/11/2023	20	5	7	47	15	58
07/11/2023	21	5	13	47	16	67
07/11/2023	22	5	10	46	16	62
07/11/2023	23	6	14	53	19	75
08/11/2023	00	3	1	15	8	16
08/11/2023	01	3	1	15	7	16
08/11/2023	02	5	1	14	12	16
08/11/2023	03	4	1	22	11	24
08/11/2023	04	4	1	21	8	23
08/11/2023	05	4	4	32	9	38
08/11/2023	06	4	11	35	10	52
08/11/2023	07	7	41	61	23	123
08/11/2023	08	13	71	65	49	173
08/11/2023	09	17	41	54	64	116
08/11/2023	10	12	14	31	30	53
08/11/2023	11	13	11	28	28	45
08/11/2023	12	7	16	28	29	52
08/11/2023	13	6	13	27	24	46
08/11/2023	14	6	12	23	22	42
08/11/2023	15	5	9	22	17	36
08/11/2023	16	6	12	28	22	46
08/11/2023	17	9	17	45	26	70
08/11/2023	18	9	26	69	37	108
08/11/2023	19	10	24	64	35	100
08/11/2023	20	8	10	55	23	70
08/11/2023	21	9	14	62	24	83
08/11/2023	22	10	5	50	27	57
08/11/2023	23	7	4	24	13	29
09/11/2023	00	7	1	16	13	18
09/11/2023	01	6	1	12	12	13
09/11/2023	02	6	1	7	9	9
09/11/2023	03	6	1	9	10	11
09/11/2023	04	5	2	17	10	20
09/11/2023	05	5	5	15	16	23
09/11/2023	06	5	5	29	11	37
09/11/2023	07	5	10	31	10	47
09/11/2023	08	6	14	38	15	59
09/11/2023	09	7	21	47	22	79
09/11/2023	10	5	10	26	17	42
09/11/2023	11	4	9	18	22	32
09/11/2023	12	3	6	14	16	24
09/11/2023	13	3	9	20	17	34
09/11/2023	14	3	11	25	15	41
09/11/2023	15	2	9	22	9	35
09/11/2023	16	3	7	25	12	36
09/11/2023	17	3	10	35	12	50
09/11/2023	18	3	20	64	14	94
09/11/2023	19	5	20	71	19	103
09/11/2023	20	5	23	76	19	110
09/11/2023	21	7	30	71	22	116
09/11/2023	22	6	13	56	15	76
09/11/2023	23	3	3	20	8	23
10/11/2023	00	4	1	12	7	14
10/11/2023	01	4	1	9	8	11
10/11/2023	02	4	1	10	11	12
10/11/2023	03	4	1	4	8	6
10/11/2023	04	4	2	5	6	8
10/11/2023	05	4	2	8	7	11
10/11/2023	06	4	4	15	8	22
10/11/2023	07	6	16	36	14	61
10/11/2023	08	7	28	56	26	99
10/11/2023	09	6	14	34	26	55
10/11/2023	10	5	12	24	18	42
10/11/2023	11	6	10	21	31	36
10/11/2023	12	6	9	19	25	33
10/11/2023	13	5	11	23	18	39
10/11/2023	14	6	10	18	23	34
10/11/2023	15	5	10	22	19	36
10/11/2023	16	5	9	31	24	44
10/11/2023	17	4	9	29	17	42
10/11/2023	18	4	11	39	13	56
10/11/2023	19	4	8	42	15	53
10/11/2023	20	4	9	43	13	56
10/11/2023	21	4	6	38	13	47
10/11/2023	22	6	5	38	15	46
10/11/2023	23	6	2	18	13	21
11/11/2023	00	6	2	19	11	21
11/11/2023	01	5	1	13	9	14
11/11/2023	02	5	1	6	9	8
11/11/2023	03	4	1	4	7	6
11/11/2023	04	4	1	3	7	5
11/11/2023	05	5	1	5	10	7
11/11/2023	06	5	3	9	9	14
11/11/2023	07	4	3	12	9	16
11/11/2023	08	4	4	16	13	22
11/11/2023	09	4	5	14	19	21
11/11/2023	10	8	6	12	56	21
11/11/2023	11	4	7	13	27	23
11/11/2023	12	6	6	12	44	21
11/11/2023	13	5	7	13	29	23
11/11/2023	14	6	6	11	45	20
11/11/2023	15	3	4	11	14	17
11/11/2023	16	4	5	15	15	22
11/11/2023	17	3	5	13	9	21
11/11/2023	18	3	4	13	9	20
11/11/2023	19	3	4	12	8	19
11/11/2023	20	3	4	9	11	14
11/11/2023	21	3	3	9	10	13
11/11/2023	22	3	4	8	6	14
11/11/2023	23	3	2	7	7	10
12/11/2023	00	2	1	5	5	8
12/11/2023	01	3	1	4	5	6
12/11/2023	02	3	1	2	7	4
12/11/2023	03	3	2	2	6	5
12/11/2023	04	3	1	2	4	4
12/11/2023	05	3	1	1	6	3
12/11/2023	06	3	1	3	6	5
12/11/2023	07	3	1	3	7	5
12/11/2023	08	3	2	4	6	7
12/11/2023	09	3	2	7	12	10
12/11/2023	10	3	3	6	10	10
12/11/2023	11	2	5	10	8	17
12/11/2023	12	3	5	12	9	19
12/11/2023	13	3	5	16	10	23
12/11/2023	14	3	5	13	9	20
12/11/2023	15	2	3	10	6	14
12/11/2023	16	3	4	13	8	19
12/11/2023	17	3	4	17	10	23
12/11/2023	18	4	8	36	12	47
12/11/2023	19	5	8	48	14	61
12/11/2023	20	5	7	41	17	52
12/11/2023	21	5	6	35	11	43
12/11/2023	22	4	5	32	9	39
12/11/2023	23	4	2	25	9	28
13/11/2023	00	4	1	20	7	22
13/11/2023	01	4	1	17	9	18
13/11/2023	02	3	1	10	7	11
13/11/2023	03	3	1	14	6	15
13/11/2023	04	4	1	17	9	19
13/11/2023	05	4	4	32	10	39
13/11/2023	06	6	50	56	17	133
13/11/2023	07	8	75	66	28	182
13/11/2023	08	9	50	61	42	138
13/11/2023	09	9	44	56	42	124
13/11/2023	10	9	34	46	41	98
13/11/2023	11	7	26	38	32	78
13/11/2023	12	5	14	23	24	44
13/11/2023	13	3	10	16	12	32
13/11/2023	14	2	10	18	14	32
13/11/2023	15	3	12	17	12	36
13/11/2023	16	3	12	26	13	45
13/11/2023	17	4	16	38	16	63
13/11/2023	18	4	24	49	19	85
13/11/2023	19	6	47	64	26	136
13/11/2023	20	7	35	56	27	110
13/11/2023	21	6	21	49	17	82
13/11/2023	22	9	47	48	28	120
13/11/2023	23	5	12	26	13	44
14/11/2023	00	5	4	24	12	30
14/11/2023	01	4	1	12	8	13
14/11/2023	02	3	1	10	6	12
14/11/2023	03	3	1	11	6	12
14/11/2023	04	4	2	22	8	25
14/11/2023	05	4	5	28	9	35
14/11/2023	06	6	68	53	18	157
14/11/2023	07	10	175	75	37	342
14/11/2023	08	14	224	81	65	424
14/11/2023	09	15	132	69	68	272
14/11/2023	10	11	54	49	44	133
14/11/2023	11	8	19	23	32	52
14/11/2023	12	6	13	21	24	41
14/11/2023	13	5	37	23	22	79
14/11/2023	14	6	12	21	34	39
14/11/2023	15	6	10	16	36	31
14/11/2023	16	5	10	21	22	36
14/11/2023	17	5	17	38	26	64
14/11/2023	18	10	72	79	40	190
14/11/2023	19	19	158	99	62	342
14/11/2023	20	11	36	56	39	111
14/11/2023	21	7	44	59	27	126
14/11/2023	22	7	24	46	24	82
14/11/2023	23	4	5	32	12	40
15/11/2023	00	6	2	23	20	26
15/11/2023	01	4	2	21	12	23
15/11/2023	02	7	2	19	27	23
15/11/2023	03	4	1	17	9	19
15/11/2023	04	4	1	21	11	23
15/11/2023	05	5	7	31	14	42
15/11/2023	06	9	82	57	30	183
15/11/2023	07	13	114	69	44	243
15/11/2023	08	14	104	57	51	216
15/11/2023	09	18	87	58	71	191
15/11/2023	10	12	35	37	53	91
15/11/2023	11	10	25	39	42	77
15/11/2023	12	28	27	48	61	89
15/11/2023	13	15	26	43	40	84
15/11/2023	14	9	29	49	28	94
15/11/2023	15	10	16	35	27	59
15/11/2023	16	7	12	29	23	47
15/11/2023	17	7	15	41	22	63
15/11/2023	18	8	26	58	20	99
15/11/2023	19	9	46	70	23	140
15/11/2023	20	12	54	75	29	158
15/11/2023	21	12	66	77	29	179
15/11/2023	22	14	75	72	35	186
15/11/2023	23	14	39	57	31	117
16/11/2023	00	13	11	42	29	58
16/11/2023	01	12	4	35	28	41
16/11/2023	02	12	5	38	31	45
16/11/2023	03	10	2	24	21	28
16/11/2023	04	11	10	33	24	48
16/11/2023	05	12	23	37	28	73
16/11/2023	06	15	78	48	35	167
16/11/2023	07	19	152	56	53	289
16/11/2023	08	21	187	68	69	355
16/11/2023	09	19	93	55	52	197
16/11/2023	10	16	60	48	41	140
16/11/2023	11	15	33	41	41	92
16/11/2023	12	19	36	50	53	105
16/11/2023	13	23	94	78	74	222
16/11/2023	14	20	58	76	54	164
16/11/2023	15	17	26	59	38	99
16/11/2023	16	16	21	55	38	86
16/11/2023	17	22	29	74	44	118
16/11/2023	18	21	46	84	42	154
16/11/2023	19	24	71	93	56	202
16/11/2023	20	25	64	90	51	188
16/11/2023	21	24	94	91	56	234
16/11/2023	22	26	107	87	63	251
16/11/2023	23	25	95	74	61	219
17/11/2023	00	23	55	62	51	147
17/11/2023	01	22	34	48	44	100
17/11/2023	02	20	15	43	35	66
17/11/2023	03	13	10	33	23	48
17/11/2023	04	10	22	36	22	69
17/11/2023	05	9	34	38	21	90
17/11/2023	06	9	46	42	23	113
17/11/2023	07	12	80	48	48	171
17/11/2023	08	15	143	66	63	285
17/11/2023	09	14	94	52	52	195
17/11/2023	10	14	57	46	45	134
17/11/2023	11	12	40	45	44	106
17/11/2023	12	11	29	39	39	84
17/11/2023	13	10	24	40	37	77
17/11/2023	14	9	26	44	29	83
17/11/2023	15	8	32	56	24	105
17/11/2023	16	11	24	54	25	91
17/11/2023	17	8	21	53	20	84
17/11/2023	18	11	35	73	22	126
17/11/2023	19	17	26	65	27	106
17/11/2023	20	27	40	71	42	133
17/11/2023	21	31	48	71	48	144
17/11/2023	22	30	65	70	48	169
17/11/2023	23	27	82	70	43	195
18/11/2023	00	25	74	61	42	174
18/11/2023	01	21	26	44	33	84
18/11/2023	02	18	4	25	27	31
18/11/2023	03	16	5	23	23	30
18/11/2023	04	15	7	23	21	33
18/11/2023	05	13	7	23	20	33
18/11/2023	06	11	18	33	21	60
18/11/2023	07	11	20	36	21	67
18/11/2023	08	12	28	33	29	77
18/11/2023	09	12	20	27	33	58
18/11/2023	10	12	18	29	25	57
18/11/2023	11	14	11	23	24	39
18/11/2023	12	14	8	20	24	32
18/11/2023	13	11	8	22	21	34
18/11/2023	14	15	11	27	23	44
18/11/2023	15	14	7	21	23	32
18/11/2023	16	13	5	21	21	28
18/11/2023	17	15	14	39	23	61
18/11/2023	18	18	31	68	28	115
18/11/2023	19	22	30	66	35	113
18/11/2023	20	23	32	66	34	115
18/11/2023	21	24	71	73	36	181
18/11/2023	22	24	78	68	37	188
18/11/2023	23	28	26	56	40	96
19/11/2023	00	30	22	52	43	85
19/11/2023	01	29	8	40	43	53
19/11/2023	02	23	9	34	32	47
19/11/2023	03	23	16	33	33	57
19/11/2023	04	19	10	30	26	45
19/11/2023	05	15	8	25	22	35
19/11/2023	06	17	34	34	26	86
19/11/2023	07	17	55	41	28	126
19/11/2023	08	15	81	43	29	166
19/11/2023	09	13	37	43	23	99
19/11/2023	10	18	26	35	32	76
19/11/2023	11	12	18	33	29	61
19/11/2023	12	16	20	40	31	70
19/11/2023	13	20	21	43	37	75
19/11/2023	14	20	26	46	33	85
19/11/2023	15	18	11	36	25	52
19/11/2023	16	19	7	37	26	47
19/11/2023	17	24	7	39	31	50
19/11/2023	18	34	8	43	40	56
19/11/2023	19	38	15	46	43	68
19/11/2023	20	26	8	36	29	47
19/11/2023	21	38	13	44	44	63
19/11/2023	22	43	11	41	48	57
19/11/2023	23	42	6	40	46	49
20/11/2023	00	49	2	38	55	42
20/11/2023	01	43	2	27	48	31
20/11/2023	02	35	2	17	37	20
20/11/2023	03	29	1	17	30	19
20/11/2023	04	31	3	25	33	30
20/11/2023	05	28	11	32	31	49
20/11/2023	06	31	36	37	41	91
20/11/2023	07	40	76	49	73	166
20/11/2023	08	39	63	55	75	152
20/11/2023	09	26	38	56	44	114
20/11/2023	10	35	48	50	67	123
20/11/2023	11	31	18	36	58	64
20/11/2023	12	29	19	38	48	66
20/11/2023	13	24	14	35	37	57
20/11/2023	14	24	19	44	36	73
20/11/2023	15	21	11	35	30	52
20/11/2023	16	22	13	44	32	64
20/11/2023	17	25	27	72	40	113
20/11/2023	18	28	11	56	48	72
20/11/2023	19	33	26	83	52	123
20/11/2023	20	36	38	81	55	138
20/11/2023	21	41	79	82	67	203
20/11/2023	22	42	78	65	75	185
20/11/2023	23	41	64	58	69	156
21/11/2023	00	40	19	48	60	76
21/11/2023	01	38	9	38	54	52
21/11/2023	02	31	3	29	42	35
21/11/2023	03	29	8	34	45	46
21/11/2023	04	26	10	31	37	46
21/11/2023	05	24	38	39	33	97
21/11/2023	06	10	33	49	20	99
21/11/2023	07	11	93	70	32	213
21/11/2023	08	15	142	75	54	292
21/11/2023	09	18	66	59	61	160
21/11/2023	10	4	14	28	20	49
21/11/2023	11	5	11	23	28	39
21/11/2023	12	3	10	23	21	38
21/11/2023	13	8	9	19	63	33
21/11/2023	14	11	8	16	92	28
21/11/2023	15	10	7	15	82	26
21/11/2023	16	7	7	19	58	29
21/11/2023	17	7	12	28	48	46
21/11/2023	18	4	19	42	24	70
21/11/2023	19	3	10	32	19	48
21/11/2023	20	4	8	24	21	35
21/11/2023	21	3	11	29	19	45
21/11/2023	22	3	7	17	19	27
21/11/2023	23	2	2	8	11	11
22/11/2023	00	2	1	6	12	8
22/11/2023	01	3	1	6	11	7
22/11/2023	02	2	1	6	8	7
22/11/2023	03	2	1	7	12	8
22/11/2023	04	2	1	10	9	11
22/11/2023	05	2	2	26	11	29
22/11/2023	06	3	23	65	15	100
22/11/2023	07	6	65	80	32	179
22/11/2023	08	13	97	83	72	232
22/11/2023	09	13	54	66	73	149
22/11/2023	10	6	14	32	32	52
22/11/2023	11	7	9	22	46	36
22/11/2023	12	4	10	20	27	35
22/11/2023	13	3	16	30	18	55
22/11/2023	14	3	24	38	17	75
22/11/2023	15	4	20	40	22	71
22/11/2023	16	5	17	46	28	72
22/11/2023	17	6	21	59	29	91
22/11/2023	18	7	22	57	34	92
22/11/2023	19	12	35	79	52	132
22/11/2023	20	11	21	66	36	99
22/11/2023	21	9	11	40	27	58
22/11/2023	22	8	4	31	23	38
22/11/2023	23	5	2	32	16	35
23/11/2023	00	4	1	24	13	26
