FECHA	HORA	PM2.5	NO	NO2	PM10	NOx
30/09/2023	01	15	5	36	25	43
30/09/2023	02	16	5	51	27	58
30/09/2023	03	17	3	42	27	47
30/09/2023	04	15	3	30	24	35
30/09/2023	05	13	3	39	26	43
30/09/2023	06	10	6	51	20	60
30/09/2023	07	12	11	49	25	67
30/09/2023	08	11	13	46	24	66
30/09/2023	09	12	11	41	31	58
30/09/2023	10	13	11	42	30	60
30/09/2023	11	13	9	30	30	43
30/09/2023	12	12	6	20	32	28
30/09/2023	13	11	6	22	32	31
30/09/2023	14	10	5	16	24	23
30/09/2023	15	11	5	16	25	23
30/09/2023	16	9	4	21	21	27
30/09/2023	17	9	5	23	19	31
30/09/2023	18	8	3	16	19	21
30/09/2023	19	9	2	26	22	29
30/09/2023	20	15	4	79	34	85
30/09/2023	21	16	3	65	27	70
30/09/2023	22	16	3	65	29	69
30/09/2023	23	12	4	54	24	60
01/10/2023	00	11	3	31	24	35
01/10/2023	01	10	2	22	19	26
01/10/2023	02	8	3	21	17	25
01/10/2023	03	9	3	25	17	29
01/10/2023	04	9	2	19	16	23
01/10/2023	05	9	5	29	19	37
01/10/2023	06	8	9	50	19	64
01/10/2023	07	10	32	59	22	107
01/10/2023	08	9	8	35	21	47
01/10/2023	09	10	8	37	23	50
01/10/2023	10	12	8	34	29	46
01/10/2023	11	12	8	34	30	47
01/10/2023	12	12	20	57	31	88
01/10/2023	13	11	15	40	29	63
01/10/2023	14	10	8	31	22	43
01/10/2023	15	10	5	18	22	25
01/10/2023	16	8	4	12	17	17
01/10/2023	17	8	3	11	16	15
01/10/2023	18	9	3	12	19	15
01/10/2023	19	10	2	13	18	17
01/10/2023	20	12	2	12	18	15
01/10/2023	21	15	2	15	20	18
01/10/2023	22	14	2	24	19	28
01/10/2023	23	11	2	17	15	20
02/10/2023	00	10	3	18	20	22
02/10/2023	01	9	2	16	19	20
02/10/2023	02	8	2	13	15	17
02/10/2023	03	9	3	15	15	19
02/10/2023	04	8	3	16	15	20
02/10/2023	05	7	3	18	13	22
02/10/2023	06	7	5	35	15	43
02/10/2023	07	9	19	53	27	81
02/10/2023	08	13	20	52	35	81
02/10/2023	09	12	16	49	34	73
02/10/2023	10	11	13	35	28	55
02/10/2023	11	12	8	26	33	38
02/10/2023	12	12	6	22	26	31
02/10/2023	13	12	5	16	24	23
02/10/2023	14	11	4	14	22	20
02/10/2023	15	10	4	15	21	22
02/10/2023	16	11	4	19	22	25
02/10/2023	17	10	4	16	21	22
02/10/2023	18	10	3	19	20	24
02/10/2023	19	12	3	17	24	21
02/10/2023	20	13	3	18	23	22
02/10/2023	21	11	3	19	19	24
02/10/2023	22	12	2	16	18	20
02/10/2023	23	15	3	16	22	20
03/10/2023	00	16	3	22	23	26
03/10/2023	01	15	4	18	22	23
03/10/2023	02	21	3	15	27	19
03/10/2023	03	16	2	13	22	16
03/10/2023	04	23	3	14	28	17
03/10/2023	05	18	3	16	24	20
03/10/2023	06	17	7	33	23	43
03/10/2023	07	13	27	50	27	91
03/10/2023	08	16	31	49	42	96
03/10/2023	09	18	24	50	42	86
03/10/2023	10	13	10	37	27	52
03/10/2023	11	14	6	24	32	33
03/10/2023	12	13	6	24	26	32
03/10/2023	13	14	6	27	27	36
03/10/2023	14	12	6	27	23	36
03/10/2023	15	11	5	23	21	30
03/10/2023	16	12	4	16	21	22
03/10/2023	17	12	3	15	20	20
03/10/2023	18	13	3	16	22	20
03/10/2023	19	13	3	16	25	20
03/10/2023	20	12	3	14	20	18
03/10/2023	21	11	4	23	16	29
03/10/2023	22	12	2	16	17	20
03/10/2023	23	13	2	16	18	19
04/10/2023	00	13	2	14	19	18
04/10/2023	01	13	2	14	20	18
04/10/2023	02	13	2	15	23	19
04/10/2023	03	12	3	14	17	18
04/10/2023	04	13	2	15	16	19
04/10/2023	05	15	3	18	20	22
04/10/2023	06	17	12	37	24	56
04/10/2023	07	17	12	51	27	69
04/10/2023	08	19	21	56	37	89
04/10/2023	09	15	12	41	26	60
04/10/2023	10	11	15	38	22	60
04/10/2023	11	14	9	34	28	47
04/10/2023	12	16	9	39	35	54
04/10/2023	13	15	7	30	29	40
04/10/2023	14	12	8	32	25	44
04/10/2023	15	12	9	32	24	44
04/10/2023	16	11	6	29	22	39
04/10/2023	17	12	5	26	21	35
04/10/2023	18	12	3	20	20	24
04/10/2023	19	13	3	32	24	37
04/10/2023	20	17	3	58	30	62
04/10/2023	21	14	3	46	24	50
04/10/2023	22	14	3	31	23	35
04/10/2023	23	12	2	20	18	23
05/10/2023	00	13	3	22	18	27
05/10/2023	01	12	2	17	18	21
05/10/2023	02	12	3	12	19	16
05/10/2023	03	13	2	12	18	15
05/10/2023	04	15	2	20	23	24
05/10/2023	05	17	6	36	27	45
05/10/2023	06	16	12	52	28	69
05/10/2023	07	16	28	57	28	101
05/10/2023	08	17	21	52	34	85
05/10/2023	09	18	25	63	39	101
05/10/2023	10	17	13	43	35	63
05/10/2023	11	16	9	41	30	54
05/10/2023	12	15	12	46	26	65
05/10/2023	13	14	10	43	24	58
05/10/2023	14	14	12	49	22	68
05/10/2023	15	13	8	35	21	47
05/10/2023	16	11	5	31	18	39
05/10/2023	17	10	4	20	16	25
05/10/2023	18	9	3	17	15	21
05/10/2023	19	11	2	20	21	23
05/10/2023	20	13	2	17	22	21
05/10/2023	21	11	3	16	18	19
05/10/2023	22	13	3	24	21	28
05/10/2023	23	11	3	18	18	22
06/10/2023	00	12	3	20	18	24
06/10/2023	01	13	3	20	18	25
06/10/2023	02	13	2	15	19	19
06/10/2023	03	14	2	17	22	20
06/10/2023	04	16	3	26	30	29
06/10/2023	05	15	4	34	24	41
06/10/2023	06	14	11	47	23	64
06/10/2023	07	17	47	49	33	121
06/10/2023	08	19	40	53	43	115
06/10/2023	09	19	31	54	49	101
06/10/2023	10	15	14	45	32	66
06/10/2023	11	15	19	49	37	77
06/10/2023	12	18	13	44	48	63
06/10/2023	13	15	8	35	31	47
06/10/2023	14	15	6	31	27	41
06/10/2023	15	15	6	25	31	34
06/10/2023	16	14	4	24	25	31
06/10/2023	17	13	4	29	23	35
06/10/2023	18	12	3	23	21	27
06/10/2023	19	12	3	19	22	23
06/10/2023	20	13	2	20	23	24
06/10/2023	21	21	2	22	29	26
06/10/2023	22	25	2	26	34	30
06/10/2023	23	20	2	22	28	26
07/10/2023	00	22	4	34	29	41
07/10/2023	01	20	3	24	28	29
07/10/2023	02	23	3	19	29	23
07/10/2023	03	18	3	17	24	21
07/10/2023	04	16	3	16	22	20
07/10/2023	05	15	4	20	21	26
07/10/2023	06	15	3	19	21	24
07/10/2023	07	14	6	24	23	34
07/10/2023	08	15	6	25	26	33
07/10/2023	09	16	7	27	31	38
07/10/2023	10	13	5	18	25	26
07/10/2023	11	13	5	16	24	23
07/10/2023	12	15	5	18	30	25
07/10/2023	13	64	12	23	77	42
07/10/2023	14	15	6	21	31	31
07/10/2023	15	16	5	15	33	22
07/10/2023	16	15	3	13	26	18
07/10/2023	17	13	3	18	23	22
07/10/2023	18	12	3	28	23	33
07/10/2023	19	15	3	28	28	32
07/10/2023	20	14	3	30	25	34
07/10/2023	21	12	3	29	21	33
07/10/2023	22	11	3	33	17	38
07/10/2023	23	17	6	34	27	44
08/10/2023	00	19	3	25	31	29
08/10/2023	01	16	2	22	24	26
08/10/2023	02	17	3	24	28	29
08/10/2023	03	16	3	23	25	27
08/10/2023	04	17	3	21	25	24
08/10/2023	05	17	3	16	26	20
08/10/2023	06	17	2	18	24	22
08/10/2023	07	16	4	17	24	23
08/10/2023	08	15	6	17	25	27
08/10/2023	09	16	11	17	26	33
08/10/2023	10	17	7	17	29	27
08/10/2023	11	20	6	17	42	26
08/10/2023	12	65	6	19	152	28
08/10/2023	13	29	7	21	60	31
08/10/2023	14	14	6	17	25	26
08/10/2023	15	14	7	20	29	31
08/10/2023	16	13	7	24	25	35
08/10/2023	17	12	5	23	24	31
08/10/2023	18	12	4	24	26	31
08/10/2023	19	12	4	23	26	29
08/10/2023	20	14	3	14	28	18
08/10/2023	21	17	2	16	29	20
08/10/2023	22	16	2	25	25	29
08/10/2023	23	15	3	29	24	33
09/10/2023	00	15	3	21	22	25
09/10/2023	01	14	4	17	25	22
09/10/2023	02	14	3	13	23	17
09/10/2023	03	13	2	11	19	15
09/10/2023	04	13	3	9	20	14
09/10/2023	05	12	3	13	19	18
09/10/2023	06	12	3	12	18	17
09/10/2023	07	14	6	16	24	25
09/10/2023	08	14	4	14	22	20
09/10/2023	09	15	4	13	24	20
09/10/2023	10	15	4	14	27	20
09/10/2023	11	14	4	11	25	17
09/10/2023	12	12	3	9	23	14
09/10/2023	13	71	32	21	96	71
09/10/2023	14	12	7	23	15	34
09/10/2023	15	10	7	17	23	27
09/10/2023	16	11	4	16	22	23
09/10/2023	17	10	4	24	19	29
09/10/2023	18	12	3	20	22	25
09/10/2023	19	13	2	22	21	26
09/10/2023	20	13	2	24	23	28
09/10/2023	21	14	2	19	20	23
09/10/2023	22	19	3	36	26	39
09/10/2023	23	16	3	36	23	39
10/10/2023	00	38	3	21	50	25
10/10/2023	01	11	3	13	16	18
10/10/2023	02	10	3	10	16	14
10/10/2023	03	10	2	9	15	13
10/10/2023	04	10	3	9	16	13
10/10/2023	05	10	3	14	15	19
10/10/2023	06	9	4	26	16	33
10/10/2023	07	11	10	44	26	59
10/10/2023	08	12	20	42	31	71
10/10/2023	09	12	16	38	30	62
10/10/2023	10	14	21	44	40	75
10/10/2023	11	13	14	37	31	58
10/10/2023	12	12	8	22	29	34
10/10/2023	13	11	5	18	25	26
10/10/2023	14	12	7	25	25	35
10/10/2023	15	10	6	19	29	27
10/10/2023	16	10	5	19	24	26
10/10/2023	17	11	6	42	26	51
10/10/2023	18	12	4	40	28	46
10/10/2023	19	13	3	35	27	40
10/10/2023	20	13	3	29	22	33
10/10/2023	21	11	3	30	19	34
10/10/2023	22	16	7	48	23	58
10/10/2023	23	15	8	38	21	50
11/10/2023	00	12	3	23	20	27
11/10/2023	01	10	3	16	17	21
11/10/2023	02	10	3	12	16	17
11/10/2023	03	10	2	11	15	14
11/10/2023	04	11	2	10	16	13
11/10/2023	05	11	3	16	16	21
11/10/2023	06	11	6	29	18	39
11/10/2023	07	12	10	39	26	54
11/10/2023	08	14	13	34	31	53
11/10/2023	09	15	21	45	38	76
11/10/2023	10	17	25	51	46	89
11/10/2023	11	11	8	27	26	39
11/10/2023	12	12	6	20	27	29
11/10/2023	13	14	8	29	29	40
11/10/2023	14	15	6	24	41	34
11/10/2023	15	12	5	19	30	27
11/10/2023	16	12	4	20	28	27
11/10/2023	17	12	5	40	22	47
11/10/2023	18	12	4	29	19	35
11/10/2023	19	12	3	41	22	45
11/10/2023	20	15	2	26	24	29
11/10/2023	21	20	3	34	30	38
11/10/2023	22	19	6	44	27	53
11/10/2023	23	17	5	35	23	43
12/10/2023	00	16	4	25	23	31
12/10/2023	01	15	3	19	23	23
12/10/2023	02	15	3	15	21	19
12/10/2023	03	15	2	12	21	15
12/10/2023	04	15	2	11	21	15
12/10/2023	05	14	2	12	18	16
12/10/2023	06	13	3	18	18	22
12/10/2023	07	14	5	18	25	25
12/10/2023	08	12	4	18	19	24
12/10/2023	09	13	6	19	25	28
12/10/2023	10	12	5	18	22	26
12/10/2023	11	12	6	14	22	24
12/10/2023	12	13	4	14	25	21
12/10/2023	13	12	5	21	24	28
12/10/2023	14	11	4	15	20	21
12/10/2023	15	11	3	10	21	15
12/10/2023	16	11	3	11	20	16
12/10/2023	17	12	3	12	22	16
12/10/2023	18	13	3	40	24	45
12/10/2023	19	15	2	26	25	30
12/10/2023	20	17	2	17	26	21
12/10/2023	21	20	3	20	31	24
12/10/2023	22	19	2	26	28	29
12/10/2023	23	18	3	35	27	39
13/10/2023	00	17	2	24	26	28
13/10/2023	01	14	3	14	22	19
13/10/2023	02	14	3	12	21	16
13/10/2023	03	12	2	9	20	12
13/10/2023	04	12	2	9	19	12
13/10/2023	05	11	3	13	17	18
13/10/2023	06	11	5	24	18	31
13/10/2023	07	12	14	45	26	66
13/10/2023	08	14	13	45	36	66
13/10/2023	09	15	30	53	35	98
13/10/2023	10	18			44	
13/10/2023	11	15			33	
13/10/2023	12	17	6	20	32	30
13/10/2023	13	14	4	15	26	22
13/10/2023	14	14	7	30	26	41
13/10/2023	15	14	6	30	34	40
13/10/2023	16	13	5	23	33	29
13/10/2023	17	14	5	60	31	68
13/10/2023	18	13	3	31	26	35
13/10/2023	19	15	2	23	27	26
13/10/2023	20	16	3	20	28	24
13/10/2023	21	18	4	20	29	26
13/10/2023	22	17	3	25	28	30
13/10/2023	23	17	3	30	29	35
14/10/2023	00	19	15	52	32	76
14/10/2023	01	18	3	41	30	46
14/10/2023	02	18	3	33	28	37
14/10/2023	03	18	3	33	29	37
14/10/2023	04	17	3	25	26	29
14/10/2023	05	17	5	39	29	46
14/10/2023	06	18	5	38	30	46
14/10/2023	07	16	3	29	28	34
14/10/2023	08	19	12	36	36	54
14/10/2023	09	17	8	40	37	53
14/10/2023	10	17	10	39	40	55
14/10/2023	11	17	9	35	43	49
14/10/2023	12	16	8	32	39	44
14/10/2023	13	17	6	19	38	28
14/10/2023	14	13	3	10	32	14
14/10/2023	15	12	3	11	32	16
14/10/2023	16	13	6	19	29	28
14/10/2023	17	14	4	23	30	30
14/10/2023	18	13	3	21	25	25
14/10/2023	19	15	3	37	34	42
14/10/2023	20	19	3	37	40	42
14/10/2023	21	19	5	30	34	38
14/10/2023	22	14	3	31	27	35
14/10/2023	23	13	4	25	26	31
15/10/2023	00	12	4	20	20	25
15/10/2023	01	12	6	21	24	29
15/10/2023	02	12	3	19	22	24
15/10/2023	03	12	2	17	23	21
15/10/2023	04	12	2	15	20	18
15/10/2023	05	12	2	14	20	17
15/10/2023	06	12	3	18	21	22
15/10/2023	07	10	4	21	19	26
15/10/2023	08	10	4	20	20	26
15/10/2023	09	12	5	19	22	27
15/10/2023	10	12	8	22	27	34
15/10/2023	11	15	5	13	33	20
15/10/2023	12	13	4	14	24	21
15/10/2023	13	14	6	24	26	33
15/10/2023	14	14	5	23	25	31
15/10/2023	15	13	5	19	22	27
15/10/2023	16	12	4	16	22	21
15/10/2023	17	12	3	20	22	25
15/10/2023	18	14	3	20	27	24
15/10/2023	19	15	2	17	28	20
15/10/2023	20	17	2	14	30	18
15/10/2023	21	14	2	13	25	16
15/10/2023	22	13	2	12	22	16
15/10/2023	23	12	2	14	21	18
16/10/2023	00	11	2	10	18	13
16/10/2023	01	10	3	11	18	17
16/10/2023	02	10	3	10	17	14
16/10/2023	03	11	2	11	17	15
16/10/2023	04	11	3	10	17	14
16/10/2023	05	11	3	15	17	20
16/10/2023	06	11	17	45	20	71
16/10/2023	07	15	46	73	34	143
16/10/2023	08	18	46	67	45	137
16/10/2023	09	19	42	69	49	133
16/10/2023	10	17	22	50	39	85
16/10/2023	11	8	21	32	20	64
16/10/2023	12	6	7	21	18	32
16/10/2023	13	6	10	23	16	38
16/10/2023	14	7	7	18	18	29
16/10/2023	15	6	14	27	19	48
16/10/2023	16	5	9	26	17	40
16/10/2023	17	18	6	35	37	44
16/10/2023	18	15	6	28	33	37
16/10/2023	19	16	4	33	31	39
16/10/2023	20	16	3	25	32	29
16/10/2023	21	19	3	21	30	25
16/10/2023	22	15	3	19	24	23
16/10/2023	23	12	3	15	19	20
17/10/2023	00	13	2	12	22	16
17/10/2023	01	14	2	11	20	15
17/10/2023	02	16	2	10	22	13
17/10/2023	03	18	2	13	25	16
17/10/2023	04	17	2	13	23	17
17/10/2023	05	16	3	21	23	26
17/10/2023	06	15	12	38	24	57
17/10/2023	07	16	38	54	33	113
17/10/2023	08	18	36	56	46	112
17/10/2023	09	17	24	49	45	87
17/10/2023	10	19	15	43	47	66
17/10/2023	11	16	7	29	36	40
17/10/2023	12	15	5	22	32	30
17/10/2023	13	17	5	26	32	33
17/10/2023	14	16	5	25	29	33
17/10/2023	15	16	5	30	31	38
17/10/2023	16	17	4	27	31	33
17/10/2023	17	15	4	33	30	39
17/10/2023	18	15	3	40	31	45
17/10/2023	19	16	2	22	31	26
17/10/2023	20	18	3	20	31	24
17/10/2023	21	17	4	26	30	31
17/10/2023	22	14	3	17	26	22
17/10/2023	23	16	5	22	27	29
18/10/2023	00	19	3	19	30	23
18/10/2023	01	19	3	20	27	25
18/10/2023	02	21	3	19	32	23
18/10/2023	03	22	3	19	32	23
18/10/2023	04	20	2	20	31	23
18/10/2023	05	8	3	18	21	22
18/10/2023	06	7	4	27	16	33
18/10/2023	07	6	6	32	18	41
18/10/2023	08	5	7	36	16	46
18/10/2023	09	4	8	23	12	34
18/10/2023	10	5	9	18	29	32
18/10/2023	11	10	6	15	73	24
18/10/2023	12	4	8	14	26	25
18/10/2023	13	4	6	16	22	25
18/10/2023	14	3	4	13	15	20
18/10/2023	15	3	5	15	14	24
18/10/2023	16	3	5	16	16	24
18/10/2023	17	2	5	23	12	30
18/10/2023	18	2	4	29	11	35
18/10/2023	19	4	5	33	11	40
18/10/2023	20	5	9	36	14	50
18/10/2023	21	4	7	29	10	39
18/10/2023	22	3	3	12	7	17
18/10/2023	23	3	3	8	7	12
19/10/2023	00	3	3	8	7	12
19/10/2023	01	3	2	6	8	10
19/10/2023	02	3	2	5	7	9
19/10/2023	03	3	2	5	5	8
19/10/2023	04	3	14	14	6	36
19/10/2023	05	3	2	13	6	17
19/10/2023	06	3	4	28	7	34
19/10/2023	07	4	8	51	11	64
19/10/2023	08	7	10	49	22	64
19/10/2023	09	6	8	33	18	45
19/10/2023	10	8	10	36	27	51
19/10/2023	11	9	10	33	28	48
19/10/2023	12	8	8	30	27	42
19/10/2023	13	7	9	28	23	42
19/10/2023	14	5	8	26	23	37
19/10/2023	15	14	9	31	50	45
19/10/2023	16	12	7	33	40	44
19/10/2023	17	17	7	44	47	54
19/10/2023	18	11	6	41	42	50
19/10/2023	19	6	6	33	27	43
19/10/2023	20	10	5	39	35	46
19/10/2023	21	5	4	10	25	14
19/10/2023	22	1	3	9	5	14
19/10/2023	23	1	3	7	4	11
20/10/2023	00	1	3	6	3	11
20/10/2023	01	1	3	7	4	11
20/10/2023	02	1	2	4	3	8
20/10/2023	03	1	2	4	4	7
20/10/2023	04	1	2	4	3	8
20/10/2023	05	2	2	7	4	10
20/10/2023	06	3			7	
20/10/2023	07	4	4	19	13	25
20/10/2023	08	4	4	17	18	23
20/10/2023	09	5	5	13	24	22
20/10/2023	10	7	5	11	31	19
20/10/2023	11	6	5	12	30	20
20/10/2023	12	5	5	14	22	22
20/10/2023	13	5	4	12	22	19
20/10/2023	14	4	4	11	15	17
20/10/2023	15	4	5	16	17	24
20/10/2023	16	3	5	16	12	23
20/10/2023	17	2	4	19	8	25
20/10/2023	18	2	4	17	8	23
20/10/2023	19	3	4	18	8	24
20/10/2023	20	4	3	21	9	25
20/10/2023	21	5	7	20	11	31
20/10/2023	22	5	9	23	9	36
20/10/2023	23	4	5	16	8	23
21/10/2023	00	3	5	13	7	21
21/10/2023	01	3	2	10	6	14
21/10/2023	02	2	3	9	4	13
21/10/2023	03	2	2	5	4	9
21/10/2023	04	2	2	6	4	9
21/10/2023	05	2	2	7	4	11
21/10/2023	06	2	2	8	5	12
21/10/2023	07	3	3	14	7	18
21/10/2023	08	3	7	17	8	28
21/10/2023	09	3	6	18	9	27
21/10/2023	10	4	4	14	9	21
21/10/2023	11	4	5	14	11	22
21/10/2023	12	4	5	14	12	22
21/10/2023	13	4	5	11	10	18
21/10/2023	14	3	4	9	7	15
21/10/2023	15	4	4	10	9	16
21/10/2023	16	4	4	12	10	18
21/10/2023	17	3	3	15	8	20
21/10/2023	18	5	3	27	15	32
21/10/2023	19	7	3	37	19	42
21/10/2023	20	8	3	32	20	37
21/10/2023	21	7	3	44	16	48
21/10/2023	22	8	4	56	18	62
21/10/2023	23	9	9	62	23	76
22/10/2023	00	6	7	50	16	61
22/10/2023	01	6	4	46	13	53
22/10/2023	02	5	3	26	10	30
22/10/2023	03	4	3	17	7	21
22/10/2023	04	3	3	10	5	14
22/10/2023	05	3	2	12	6	15
22/10/2023	06	2	3	10	5	14
22/10/2023	07	3	3	15	6	19
22/10/2023	08	5	3	14	10	19
22/10/2023	09	6	4	16	16	22
22/10/2023	10	7	6	21	19	30
22/10/2023	11	6	5	16	17	24
22/10/2023	12	7	4	13	20	19
22/10/2023	13	8	4	15	20	21
22/10/2023	14	7	4	10	16	16
22/10/2023	15	6	3	10	15	15
22/10/2023	16	6	3	11	16	15
22/10/2023	17	8	3	15	21	19
22/10/2023	18	7	5	18	19	26
22/10/2023	19	7	3	11	12	16
22/10/2023	20	9	4	17	16	23
22/10/2023	21	7	3	14	17	19
22/10/2023	22	5	3	19	10	23
22/10/2023	23	3	3	18	9	21
23/10/2023	00	4	3	17	12	21
23/10/2023	01	3	2	13	9	17
23/10/2023	02	4	2	13	11	16
23/10/2023	03	5	2	16	10	20
23/10/2023	04	5	2	19	11	23
23/10/2023	05	5	3	32	14	37
23/10/2023	06	5	5	26	13	33
23/10/2023	07	3	5	32	9	40
23/10/2023	08	4	9	42	16	54
23/10/2023	09	3	10	35	10	50
23/10/2023	10	3	8	22	12	34
23/10/2023	11	3	9	19	10	33
23/10/2023	12	3	11	21	8	38
23/10/2023	13	3	5	15	11	23
23/10/2023	14	3	7	20	9	31
23/10/2023	15	5	5	21	18	29
23/10/2023	16	7	6	26	20	34
23/10/2023	17	14	7	26	40	37
23/10/2023	18	11	5	28	31	36
23/10/2023	19	11	4	30	29	35
23/10/2023	20	16	3	31	24	36
23/10/2023	21	6	9	29	9	42
23/10/2023	22	3	4	21	5	27
23/10/2023	23	2	7	21	4	31
24/10/2023	00	2	14	19	4	40
24/10/2023	01	1	3	10	3	15
24/10/2023	02	2	3	10	3	14
24/10/2023	03	1	2	10	2	13
24/10/2023	04	1	2	8	2	11
24/10/2023	05	1	3	14	4	19
24/10/2023	06	2	5	36	6	43
24/10/2023	07	3	6	42	8	51
24/10/2023	08	3	9	38	10	51
24/10/2023	09	3	8	25	10	37
24/10/2023	10	2	10	19	8	34
24/10/2023	11	2	8	16	8	28
24/10/2023	12	2	6	13	9	22
24/10/2023	13	3	5	12	8	20
24/10/2023	14	2	4	12	8	19
24/10/2023	15	2	5	12	9	19
24/10/2023	16	3	5	14	11	22
24/10/2023	17	3	5	23	11	31
24/10/2023	18	3	4	26	9	31
24/10/2023	19	4	4	22	9	28
24/10/2023	20	4	8	27	9	39
24/10/2023	21	4	12	19	9	37
24/10/2023	22	3	4	10	7	16
24/10/2023	23	2	3	9	5	13
25/10/2023	00	2	2	8	3	12
25/10/2023	01	2	2	7	4	10
25/10/2023	02	2	2	6	4	9
25/10/2023	03	2	2	6	5	10
25/10/2023	04	2	2	7	4	11
25/10/2023	05	1	8	18	3	30
25/10/2023	06	2	5	36	4	44
25/10/2023	07	3	17	60	13	86
25/10/2023	08	3	23	47	16	82
25/10/2023	09	2	8	25	9	38
25/10/2023	10	3	15	26	10	49
25/10/2023	11	2	7	16	11	25
25/10/2023	12	3	8	16	15	28
25/10/2023	13	3	6	17	11	26
25/10/2023	14	4	6	16	14	26
25/10/2023	15	4	7	19	17	29
25/10/2023	16	5	7	16	16	27
25/10/2023	17	5	5	19	14	27
25/10/2023	18	6	5	27	15	34
25/10/2023	19	6	7	31	14	42
25/10/2023	20	6	5	32	13	40
25/10/2023	21	6	9	35	15	49
25/10/2023	22	4	3	13	9	18
25/10/2023	23	4	4	14	7	19
26/10/2023	00	5	9	17	8	30
26/10/2023	01	5	9	12	9	25
26/10/2023	02	6	3	8	9	12
26/10/2023	03	6	2	7	10	10
26/10/2023	04	6	2	9	8	12
26/10/2023	05	5	4	15	7	21
26/10/2023	06	6	9	29	11	43
26/10/2023	07	7	5	32	13	40
26/10/2023	08	6	6	22	17	31
26/10/2023	09	5	6	16	12	24
26/10/2023	10	4	5	12	15	20
26/10/2023	11	4	7	13	14	23
26/10/2023	12	3	5	10	13	18
26/10/2023	13	3	7	13	12	23
26/10/2023	14	3	9	14	12	28
26/10/2023	15	3	7	15	11	25
26/10/2023	16	3	5	17	13	25
26/10/2023	17	3	6	20	12	30
26/10/2023	18	4	4	14	15	20
26/10/2023	19	6	4	18	17	24
26/10/2023	20	4	3	12	16	18
26/10/2023	21	2	4	12	7	18
26/10/2023	22	1	4	10	3	16
26/10/2023	23	1	2	7	2	11
27/10/2023	00	1	2	6	2	10
27/10/2023	01	1	4	7	3	13
27/10/2023	02	1	2	6	3	10
27/10/2023	03	1	2	7	2	10
27/10/2023	04	1	2	9	3	12
27/10/2023	05	2	3	14	5	18
27/10/2023	06	2	4	26	8	31
27/10/2023	07	5	21	60	15	92
27/10/2023	08	5	14	52	18	73
27/10/2023	09	5	10	37	19	52
27/10/2023	10	5	5	27	17	35
27/10/2023	11	4	7	23	14	34
27/10/2023	12	5	9	21	15	35
27/10/2023	13	6	5	11	22	19
27/10/2023	14	5	5	12	15	20
27/10/2023	15	5	5	16	14	23
27/10/2023	16	4	4	17	11	22
27/10/2023	17	4	4	20	10	26
27/10/2023	18	4	3	23	11	28
27/10/2023	19	6	4	37	14	42
27/10/2023	20	9	4	37	19	43
27/10/2023	21	7	13	28	14	47
27/10/2023	22	6	14	28	10	49
27/10/2023	23	4	3	15	8	20
28/10/2023	00	4	3	13	8	17
28/10/2023	01	4	3	10	7	14
28/10/2023	02	4	2	9	7	13
28/10/2023	03	4	2	6	6	10
28/10/2023	04	4	2	6	6	10
28/10/2023	05	3	3	17	6	21
28/10/2023	06	3	2	12	4	16
28/10/2023	07	2	3	15	5	19
28/10/2023	08	3	4	18	7	24
28/10/2023	09	3	4	12	6	18
28/10/2023	10	3	4	12	9	18
28/10/2023	11	4	4	9	10	15
28/10/2023	12	4	4	10	10	15
28/10/2023	13	4	5	10	9	16
28/10/2023	14	5	4	9	9	16
28/10/2023	15	3	4	9	6	14
28/10/2023	16	3	3	9	6	14
28/10/2023	17	4	5	15	9	22
28/10/2023	18	4	3	17	11	21
28/10/2023	19	6	3	23	16	28
28/10/2023	20	9	4	30	21	36
28/10/2023	21	8	4	39	17	45
28/10/2023	22	7	4	27	11	32
28/10/2023	23	6	4	23	10	29
29/10/2023	00	5	8	21	11	32
29/10/2023	01	7	3	12	13	16
29/10/2023	02	3	3	9	6	13
29/10/2023	03	3	3	7	6	11
29/10/2023	04	4	3	8	6	12
29/10/2023	05	4	3	7	7	11
29/10/2023	06	4	3	6	6	11
29/10/2023	07	4	3	9	7	13
29/10/2023	08	5	3	12	10	16
29/10/2023	09	5	3	12	9	17
29/10/2023	10	4	3	7	8	12
29/10/2023	11	4	3	7	9	12
29/10/2023	12	4	3	8	10	13
29/10/2023	13	3	3	7	7	11
29/10/2023	14	4	3	8	7	13
29/10/2023	15	6	3	11	14	16
29/10/2023	16	7	5	13	15	21
29/10/2023	17	5	3	14	12	19
29/10/2023	18	8	5	29	18	36
29/10/2023	19	8	16	46	17	70
29/10/2023	20	12	6	51	22	61
29/10/2023	21	13	3	49	23	53
29/10/2023	22	12	7	72	23	84
29/10/2023	23	10	7	56	19	66
30/10/2023	00	6	5	25	14	32
30/10/2023	01	5	5	24	11	32
30/10/2023	02	4	3	20	9	24
30/10/2023	03	4	4	20	9	26
30/10/2023	04	4	2	17	7	21
30/10/2023	05	4	2	20	9	24
30/10/2023	06	4	4	31	9	36
30/10/2023	07	3	18	34	10	63
30/10/2023	08	5	23	62	15	96
30/10/2023	09	7	29	74	35	120
30/10/2023	10	8	11	39	25	56
30/10/2023	11	5	8	20	16	32
30/10/2023	12	4	8	18	20	31
30/10/2023	13	3	7	15	15	25
30/10/2023	14	3	6	17	11	26
30/10/2023	15	4	5	16	16	24
30/10/2023	16	3	5	16	15	23
