FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3
20/10/2023	01	1	1	6	0,1	2	8	1	10	79
20/10/2023	02	1	1	6	0,1	2	8	1	11	77
20/10/2023	03	1	1	6	0,1	2	8	2	11	81
20/10/2023	04	1	1	6	0,1	2	8	1	11	79
20/10/2023	05	1	1	7	0,1	2	8	1	11	73
20/10/2023	06	1	1	7	0,1	2	8	4	11	70
20/10/2023	07	1	1	8	0,1	2	8	2	11	64
20/10/2023	08	1	1	4	0,1	2	8	4	11	64
20/10/2023	09	2	1	3	0,1	2	8	17	11	69
20/10/2023	10	1	1	3	0,1	2	8	12	11	70
20/10/2023	11	2	1	3	0,1	2	8	14	11	68
20/10/2023	12	1	1	3	0,1	2	8	4	10	67
20/10/2023	13	1	1	3	0,1	2	8	8	11	68
20/10/2023	14	1	1	3	0,1	2	8	3	11	66
20/10/2023	15	1	1	3	0,1	2	8	2	11	68
20/10/2023	16	1	1	3	0,1	2	8	3	11	68
20/10/2023	17	1	1	3	0,1	2	8	2	11	65
20/10/2023	18	1	1	3	0,1	2	8	1	11	67
20/10/2023	19	1	1	3	0,1	2	8	1	11	66
20/10/2023	20	1	1	3	0,1	2	8	2	11	68
20/10/2023	21	1	1	3	0,1	2	8	1	11	72
20/10/2023	22	1	1	3	0,1	2	8	1	11	69
20/10/2023	23	1	1	3	0,1	2	8	1	11	68
21/10/2023	00	1	1	3	0,1	2	8	1	11	68
21/10/2023	01	1	1	3	0,1	2	8	1	11	65
21/10/2023	02	1	1	3	0,1	2	8	1	11	66
21/10/2023	03	1	1	3	0,1	2	8	1	11	65
21/10/2023	04	1	1	3	0,1	2	8	1	11	63
21/10/2023	05	1	1	3	0,1	2	8	1	11	58
21/10/2023	06	1	1	3	0,1	2	8	1	11	58
21/10/2023	07	1	1	3	0,1	2	8	1	11	56
21/10/2023	08	2	1	3	0,1	2	8	4	11	53
21/10/2023	09	1	1	3	0,1	2	8	2	11	56
21/10/2023	10	1	1	3	0,1	2	8	2	11	58
21/10/2023	11	1	1	3	0,1	2	8	2	11	59
21/10/2023	12	2	1	3	0,1	2	8	3	11	60
21/10/2023	13	1	1	3	0,1	2	8	1	11	65
21/10/2023	14	1	1	3	0,1	2	8	2	11	66
21/10/2023	15	1	1	3	0,1	2	8	1	11	68
21/10/2023	16	1	1	3	0,1	2	8	2	11	69
21/10/2023	17	1	1	3	0,1	2	8	2	11	70
21/10/2023	18	1	1	3	0,1	2	10	3	12	61
21/10/2023	19	1	1	3	0,1	2	15	3	17	53
21/10/2023	20	2	1	3	0,1	2	23	4	25	44
21/10/2023	21	3	1	3	0,1	2	25	6	27	34
21/10/2023	22	3	1	3	0,1	2	37	6	40	14
21/10/2023	23	3	1	3	0,1	2	33	6	36	13
22/10/2023	00	3	1	3	0,1	2	37	6	40	7
22/10/2023	01	2	1	3	0,1	2	24	4	27	19
22/10/2023	02	2	1	3	0,1	2	16	4	18	24
22/10/2023	03	1	1	3	0,1	2	8	2	11	36
22/10/2023	04	1	1	3	0,1	2	8	2	11	43
22/10/2023	05	1	1	3	0,1	2	8	2	11	40
22/10/2023	06	1	1	3	0,1	2	8	2	11	37
22/10/2023	07	1	1	3	0,1	2	8	2	11	37
22/10/2023	08	4	2	3	0,1	2	8	8	11	41
22/10/2023	09	3	2	3	0,1	2	8	6	11	40
22/10/2023	10	5	3	3	0,1	2	9	11	11	39
22/10/2023	11	6	3	3	0,1	2	9	12	12	64
22/10/2023	12	1	1	3	0,1	2	9	2	12	73
22/10/2023	13	1	1	3	0,1	2	8	2	11	79
22/10/2023	14	1	1	3	0,1	2	8	1	11	82
22/10/2023	15	1	1	3	0,1	2	8	1	11	85
22/10/2023	16	1	1	3	0,1	2	8	1	11	85
22/10/2023	17	1	1	3	0,1	2	9	1	12	81
22/10/2023	18	1	1	3	0,1	2	8	1	11	82
22/10/2023	19	1	1	3	0,1	2	8	2	11	78
22/10/2023	20	1	1	3	0,1	2	8	2	11	72
22/10/2023	21	1	1	3	0,1	2	8	2	11	69
22/10/2023	22	1	1	3	0,1	2	8	1	11	73
22/10/2023	23	1	1	3	0,1	2	8	1	11	76
23/10/2023	00	1	1	3	0,1	2	8	1	11	73
23/10/2023	01	1	1	3	0,1	2	8	1	11	72
23/10/2023	02	2	1	3	0,1	2	8	3	11	56
23/10/2023	03	1	1	3	0,1	2	8	2	11	55
23/10/2023	04	2	1	3	0,1	2	15	4	18	39
23/10/2023	05	3	2	3	0,1	2	16	7	18	40
23/10/2023	06	1	1	3	0,1	2	16	2	18	50
23/10/2023	07	1	1					2		
23/10/2023	08	1	1					2		
23/10/2023	09	1	1	3	0,1	2	22	1	25	44
23/10/2023	10	1	1	3	0,1	2	11	1	14	61
23/10/2023	11	1	1	3	0,1	2	8	1	11	70
23/10/2023	12	1	1	3	0,1	2	8	1	11	73
23/10/2023	13	1	1	3	0,1	2	8	1	11	76
23/10/2023	14	1	1	3	0,1	2	8	1	11	76
23/10/2023	15	1	1	3	0,1	2	8	1	11	75
23/10/2023	16	2	1	3	0,1	2	9	3	12	74
23/10/2023	17	2	1	3	0,1	2	22	4	25	72
23/10/2023	18	1	1	3	0,1	2	16	3	19	74
23/10/2023	19	6	3	3	0,1	2	16	11	18	71
23/10/2023	20	4	2	3	0,1	2	15	9	17	54
23/10/2023	21	2	1	3	0,1	2	17	3	20	44
23/10/2023	22	1	1	3	0,1	2	9	2	11	45
23/10/2023	23	1	1	3	0,1	2	12	2	15	33
24/10/2023	00	1	1	3	0,1	2	9	2	12	40
24/10/2023	01	1	1	3	0,1	2	8	1	11	55
24/10/2023	02	1	1	3	0,1	2	8	1	11	56
24/10/2023	03	1	1	3	0,1	2	8	1	11	62
24/10/2023	04	1	1	3	0,1	2	8	1	11	59
24/10/2023	05	1	1	3	0,1	2	9	1	11	54
24/10/2023	06	1	1	3	0,1	2	16	2	18	43
24/10/2023	07	2	1	3	0,1	2	19	3	21	42
24/10/2023	08	2	1	3	0,1	2	16	3	19	45
24/10/2023	09	1	1	3	0,1	2	8	1	11	56
24/10/2023	10	1	1	3	0,1	2	8	1	11	60
24/10/2023	11	1	1	3	0,1	2	8	1	11	63
24/10/2023	12	1	1	3	0,1	2	8	1	11	66
24/10/2023	13	1	1	3	0,1	2	8	2	11	67
24/10/2023	14	1	1	3	0,1	2	8	2	11	68
24/10/2023	15	1	1	3	0,1	2	8	2	11	67
24/10/2023	16	1	1	3	0,1	2	8	3	11	67
24/10/2023	17	1	1	3	0,1	2	8	1	11	64
24/10/2023	18	1	1	3	0,1	2	8	1	11	63
24/10/2023	19	1	1	3	0,1	2	8	1	11	62
24/10/2023	20	1	1	3	0,1	2	9	1	12	60
24/10/2023	21	1	1	3	0,1	2	8	1	11	65
24/10/2023	22	1	1	3	0,1	2	8	1	11	65
24/10/2023	23	1	1	3	0,1	2	8	1	11	64
25/10/2023	00	1	1	3	0,1	2	8	1	11	64
25/10/2023	01	1	1	3	0,1	2	8	1	11	63
25/10/2023	02	1	1	3	0,1	2	8	1	11	62
25/10/2023	03	1	1	3	0,1	2	8	1	11	65
25/10/2023	04	1	1	3	0,1	2	8	1	11	65
25/10/2023	05	1	1	3	0,1	2	8	1	11	64
25/10/2023	06	1	1	3	0,1	2	15	1	18	48
25/10/2023	07	1	1	3	0,1	2	14	1	17	50
25/10/2023	08	2	1	3	0,1	2	18	3	21	42
25/10/2023	09	1	1	3	0,1	2	10	2	13	53
25/10/2023	10	1	1	3	0,1	2	8	1	11	61
25/10/2023	11	1	1	3	0,1	2	8	2	11	64
25/10/2023	12	1	1	3	0,1	2	8	2	11	66
25/10/2023	13	1	1	3	0,1	2	8	2	11	66
25/10/2023	14	1	1	3	0,1	2	8	2	11	66
25/10/2023	15	1	1	3	0,1	2	8	2	11	65
25/10/2023	16	1	1	3	0,1	2	8	2	11	67
25/10/2023	17	1	1	3	0,1	2	8	1	11	65
25/10/2023	18	1	1	3	0,1	2	8	1	11	60
25/10/2023	19	1	1	3	0,1	2	8	1	11	59
25/10/2023	20	1	1	3	0,1	2	8	2	11	61
25/10/2023	21	1	1	3	0,1	2	8	1	11	61
25/10/2023	22	1	1	3	0,1	2	8	1	11	63
25/10/2023	23	1	1	3	0,1	2	8	1	11	56
26/10/2023	00	1	1	3	0,1	2	8	2	11	56
26/10/2023	01	1	1	3	0,1	2	8	2	11	60
26/10/2023	02	1	1	3	0,1	2	8	2	11	59
26/10/2023	03	1	1	3	0,1	2	8	2	11	60
26/10/2023	04	1	1	3	0,1	2	8	2	11	56
26/10/2023	05	1	1	3	0,1	2	8	2	11	51
26/10/2023	06	1	1	3	0,1	2	10	2	13	46
26/10/2023	07	1	1	3	0,1	2	16	2	19	42
26/10/2023	08	1	1	3	0,1	2	16	3	19	40
26/10/2023	09	1	1	3	0,1	2	8	2	11	48
26/10/2023	10	1	1	3	0,1	2	8	2	11	46
26/10/2023	11	1	1	3	0,1	2	8	2	11	45
26/10/2023	12	1	1	3	0,1	2	8	2	11	44
26/10/2023	13	1	1	3	0,1	2	8	2	11	43
26/10/2023	14	1	1	3	0,1	2	8	1	11	41
26/10/2023	15	1	1	3	0,1	2	8	1	11	44
26/10/2023	16	1	1	3	0,1	2	8	2	11	39
26/10/2023	17	1	1	3	0,1	2	8	2	11	39
26/10/2023	18	1	1	3	0,1	2	8	3	11	45
26/10/2023	19	1	1	3	0,1	2	8	1	11	47
26/10/2023	20	1	1	3	0,1	2	8	2	11	55
26/10/2023	21	1	1	3	0,1	2	8	1	11	76
26/10/2023	22	1	1	3	0,1	2	8	1	11	73
26/10/2023	23	1	1	3	0,1	2	8	1	11	70
27/10/2023	00	1	1	3	0,1	2	8	1	11	69
27/10/2023	01	1	1	3	0,1	2	8	1	11	72
27/10/2023	02	1	1	3	0,1	2	8	1	11	73
27/10/2023	03	1	1	3	0,1	2	8	1	11	70
27/10/2023	04	1	1	3	0,1	2	8	1	11	65
27/10/2023	05	1	1	3	0,1	2	9	2	12	57
27/10/2023	06	1	1	3	0,1	2	19	2	22	45
27/10/2023	07	2	1	3	0,1	2	25	5	28	37
27/10/2023	08	1	1	3	0,1	2	18	2	21	47
27/10/2023	09	1	1	3	0,1	2	16	3	19	50
27/10/2023	10	1	1	3	0,1	2	8	2	11	61
27/10/2023	11	1	1	3	0,1	2	8	3	11	63
27/10/2023	12	1	1	3	0,1	2	8	3	11	68
27/10/2023	13	1	1	3	0,1	2	8	3	11	72
27/10/2023	14	1	1	3	0,1	2	8	2	11	74
27/10/2023	15	1	1	3	0,1	2	8	1	11	72
27/10/2023	16	1	1	3	0,1	2	8	2	11	72
27/10/2023	17	1	1	3	0,1	2	8	1	11	69
27/10/2023	18	1	1	3	0,1	2	8	1	11	68
27/10/2023	19	1	1	3	0,1	2	20	2	23	51
27/10/2023	20	1	1	3	0,1	2	15	2	18	55
27/10/2023	21	1	1	3	0,1	2	9	2	12	65
27/10/2023	22	1	1	3	0,1	2	8	2	11	71
27/10/2023	23	1	1	3	0,1	2	8	2	11	73
28/10/2023	00	1	1	3	0,1	2	8	2	11	69
28/10/2023	01	1	1	3	0,1	2	8	2	11	67
28/10/2023	02	1	1	3	0,1	2	8	2	11	60
28/10/2023	03	1	1	3	0,1	2	8	1	11	63
28/10/2023	04	1	1	3	0,1	2	8	1	11	64
28/10/2023	05	1	1	3	0,1	2	8	1	11	68
28/10/2023	06	1	1	3	0,1	2	8	1	11	71
28/10/2023	07	1	1	3	0,1	2	8	1	11	65
28/10/2023	08	1	1	3	0,1	2	8	2	11	64
28/10/2023	09	1	1	3	0,1	2	8	1	11	67
28/10/2023	10	1	1	3	0,1	2	8	2	11	72
28/10/2023	11	1	1	3	0,1	2	8	2	11	72
28/10/2023	12	1	1	3	0,1	2	8	2	11	76
28/10/2023	13	1	1	3	0,1	2	8	2	11	78
28/10/2023	14	1	1	3	0,1	2	8	2	11	75
28/10/2023	15	1	1	3	0,1	2	8	1	11	75
28/10/2023	16	1	1	3	0,1	2	9	1	11	74
28/10/2023	17	1	1	3	0,1	2	9	1	11	73
28/10/2023	18	1	1	3	0,1	2	9	2	12	65
28/10/2023	19	1	1	3	0,1	2	17	2	19	54
28/10/2023	20	1	1	3	0,1	2	19	3	22	48
28/10/2023	21	1	1	3	0,1	2	14	3	16	53
28/10/2023	22	2	1	3	0,1	2	16	4	19	45
28/10/2023	23	2	1	3	0,1	2	8	3	11	56
29/10/2023	00	1	1	3	0,1	2	8	2	11	58
29/10/2023	01	1	1	3	0,1	2	8	2	11	63
29/10/2023	02	1	1	3	0,1	2	8	1	11	71
29/10/2023	03	1	1	3	0,1	2	8	2	11	70
29/10/2023	04	1	1	3	0,1	2	8	2	11	67
29/10/2023	05	1	1	3	0,1	2	8	2	11	69
29/10/2023	06	1	1	3	0,1	2	8	2	11	64
29/10/2023	07	1	1	3	0,1	2	8	2	11	71
29/10/2023	08	1	1	3	0,1	2	8	2	11	67
29/10/2023	09	1	1	3	0,1	2	8	2	11	69
29/10/2023	10	1	1	3	0,1	2	8	1	11	73
29/10/2023	11	1	1	3	0,1	2	8	1	11	79
29/10/2023	12	1	1	3	0,1	2	8	1	11	79
29/10/2023	13	1	1	3	0,1	2	8	2	11	78
29/10/2023	14	1	1	3	0,1	2	9	2	11	78
29/10/2023	15	1	1	3	0,1	2	8	2	11	82
29/10/2023	16	1	1	3	0,1	2	8	2	11	81
29/10/2023	17	1	1	3	0,1	2	9	3	12	76
29/10/2023	18	1	1	3	0,1	2	16	2	19	69
29/10/2023	19	1	1	3	0,1	2	25	3	27	45
29/10/2023	20	2	1	3	0,1	2	43	3	45	21
29/10/2023	21	2	1	3	0,1	4	52	4	59	7
29/10/2023	22	3	1	3	0,1	2	39	6	42	13
29/10/2023	23	2	1	3	0,1	2	19	4	22	32
30/10/2023	00	2	1	3	0,1	2	11	4	14	41
30/10/2023	01	3	1	3	0,1	2	11	5	14	33
30/10/2023	02	2	1	3	0,1	2	8	3	11	37
30/10/2023	03	1	1	3	0,1	2	8	3	11	28
30/10/2023	04	1	1	3	0,1	2	8	2	11	25
30/10/2023	05	1	1	3	0,1	2	9	2	12	30
30/10/2023	06	1	1	3	0,1	2	21	2	24	46
30/10/2023	07	1	1	3	0,1	2	15	3	18	54
30/10/2023	08	2	1	3	0,1	3	45	4	49	22
30/10/2023	09	3	2	3	0,1	2	35	6	38	39
30/10/2023	10	2	1	3	0,1	2	21	5	24	55
30/10/2023	11	1	1	3	0,1	2	8	2	11	81
30/10/2023	12	1	1	3	0,1	2	8	4	11	83
30/10/2023	13	1	1	3	0,1	2	8	1	11	80
30/10/2023	14	1	1	3	0,1	2	8	2	11	80
30/10/2023	15	1	1	3	0,1	2	8	5	11	74
30/10/2023	16	1	1	3	0,1	2	8	3	11	72
30/10/2023	17	1	1	3	0,1	2	8	3	11	72
30/10/2023	18	1	1	3	0,1	2	9	2	11	69
30/10/2023	19	1	1	3	0,1	2	12	3	15	66
30/10/2023	20	1	1	3	0,1	2	10	2	13	70
30/10/2023	21	1	1	3	0,1	2	8	1	11	70
30/10/2023	22	1	1	3	0,1	2	8	1	11	67
30/10/2023	23	1	1	3	0,1	2	8	1	11	71
31/10/2023	00	1	1	3	0,1	2	8	1	11	66
31/10/2023	01	1	1	3	0,1	2	8	1	11	64
31/10/2023	02	1	1	3	0,1	2	8	1	11	63
31/10/2023	03	1	1	3	0,1	2	8	1	11	58
31/10/2023	04	1	1	3	0,1	2	8	1	11	51
31/10/2023	05	1	1	3	0,1	2	8	1	11	48
31/10/2023	06	1	1	3	0,1	2	10	1	13	52
31/10/2023	07	1	1	3	0,1	4	40	2	46	14
31/10/2023	08	2	1	3	0,1	2	30	3	33	23
31/10/2023	09	2	1	3	0,1	2	23	4	26	30
31/10/2023	10	1	1	3	0,1	2	13	3	15	40
31/10/2023	11	1	1	3	0,1	2	11	2	14	46
31/10/2023	12	1	1	3	0,1	2	11	2	14	51
31/10/2023	13	1	1	3	0,1	2	15	4	17	50
31/10/2023	14	1	1	3	0,1	2	13	2	15	51
31/10/2023	15	1	1	3	0,1	2	12	2	15	51
31/10/2023	16	2	1	3	0,1	11	41	4	57	27
31/10/2023	17	3	1	3	0,1	29	65	6	110	8
31/10/2023	18	2	1	3	0,1	8	48	5	60	23
31/10/2023	19	2	1	3	0,1	3	45	3	50	24
31/10/2023	20	3	1	3	0,1	3	47	5	51	10
31/10/2023	21	4	2	3	0,1	2	42	8	45	16
31/10/2023	22	5	3	3	0,1	2	37	11	40	18
31/10/2023	23	5	2	3	0,1	2	43	11	45	9
01/11/2023	00	5	2	3	0,1	2	41	11	44	8
01/11/2023	01	5	2	3	0,1	2	36	11	39	6
01/11/2023	02	3	2	3	0,1	2	27	9	30	12
01/11/2023	03	3	2	3	0,1	2	22	6	25	11
01/11/2023	04	3	1	3	0,1	2	15	5	17	18
01/11/2023	05	2	1	3	0,1	2	16	5	19	13
01/11/2023	06	2	1	3	0,1	3	16	5	20	8
01/11/2023	07	2	1	3	0,1	2	16	4	19	23
01/11/2023	08	2	1	3	0,1	2	8	5	11	53
01/11/2023	09	1	1	3	0,1	2	8	3	11	55
01/11/2023	10	1	1	3	0,1	2	8	3	11	60
01/11/2023	11	1	1	3	0,1	2	8	2	11	66
01/11/2023	12	1	1	3	0,1	2	8	2	11	74
01/11/2023	13	1	1	3	0,1	2	8	6	11	80
01/11/2023	14	1	1	3	0,1	2	8	4	11	82
01/11/2023	15	1	1	3	0,1	2	9	2	12	82
01/11/2023	16	1	1	3	0,1	2	9	1	12	83
01/11/2023	17	1	1	3	0,1	2	9	1	12	80
01/11/2023	18	1	1	3	0,1	2	9	1	11	78
01/11/2023	19	1	1	3	0,1	2	9	2	11	77
01/11/2023	20	1	1	3	0,1	2	8	1	11	82
01/11/2023	21	1	1	3	0,1	2	8	2	11	86
01/11/2023	22	1	1	3	0,1	2	8	2	11	86
01/11/2023	23	1	1	3	0,1	2	9	2	11	86
02/11/2023	00	1	1	3	0,1	2	8	1	11	82
02/11/2023	01	1	1	3	0,1	2	8	3	11	84
02/11/2023	02	1	1	3	0,1	2	9	2	11	84
02/11/2023	03	1	1	3	0,1	2	9	1	11	85
02/11/2023	04	1	1	3	0,1	2	8	1	11	87
02/11/2023	05	1	1	3	0,1	2	8	1	11	87
02/11/2023	06	1	1	3	0,1	2	8	2	11	85
02/11/2023	07	1	1	3	0,1	2	8	3	11	81
02/11/2023	08	1	1	3	0,1	2	8	2	11	75
02/11/2023	09	1	1	3	0,1	2	9	5	11	75
02/11/2023	10	1	1	3	0,1	2	9	6	11	77
02/11/2023	11	5	1	3	0,1	2	9	58	11	81
02/11/2023	12	6	1	3	0,1	2	9	70	12	84
02/11/2023	13	11	1	3	0,1	2	9	136	12	76
02/11/2023	14	9	1	3	0,1	2	9	103	12	68
02/11/2023	15	1	1	3	0,1	2	9	6	12	68
02/11/2023	16	4	1	3	0,1	2	9	29	12	68
02/11/2023	17	3	1	3	0,1	2	9	24	12	72
02/11/2023	18	2	1	3	0,1	2	9	12	12	69
02/11/2023	19	1	1	3	0,1	2	8	3	11	65
02/11/2023	20	1	1	3	0,1	2	9	2	11	63
02/11/2023	21	1	1	3	0,1	2	8	2	11	60
02/11/2023	22	1	1	3	0,1	2	9	1	11	60
02/11/2023	23	1	1	3	0,1	2	9	1	12	65
03/11/2023	00	1	1	3	0,1	2	9	1	11	65
03/11/2023	01	1	1	3	0,1	2	8	1	11	64
03/11/2023	02	1	1	3	0,1	2	8	2	11	66
03/11/2023	03	1	1	3	0,1	2	8	3	11	65
03/11/2023	04	1	1	3	0,1	2	9	1	11	65
03/11/2023	05	1	1	3	0,1	2	8	1	11	65
03/11/2023	06	1	1	3	0,1	2	8	4	11	62
03/11/2023	07	1	1	3	0,1	2	9	1	11	62
03/11/2023	08	1	1	3	0,1	2	8	1	11	59
03/11/2023	09	1	1	3	0,1	2	8	9	11	63
03/11/2023	10	1	1	3	0,1	2	8	7	11	66
03/11/2023	11	1	1	3	0,1	2	9	2	12	65
03/11/2023	12	2	1	3	0,1	2	9	9	11	66
03/11/2023	13	2	1	3	0,1	2	9	15	11	66
03/11/2023	14	1	1	3	0,1	2	9	6	11	62
03/11/2023	15	1	1	3	0,1	2	9	2	12	61
03/11/2023	16	1	1	3	0,1	2	8	1	11	60
03/11/2023	17	1	1	3	0,1	2	9	1	11	57
03/11/2023	18	1	1	3	0,1	2	8	1	11	56
03/11/2023	19	1	1	3	0,1	2	15	1	18	44
03/11/2023	20	1	1	3	0,1	2	12	1	15	49
03/11/2023	21	1	1	3	0,1	2	9	1	12	53
03/11/2023	22	1	1	3	0,1	2	9	1	11	54
03/11/2023	23	1	1	3	0,1	2	8	1	11	54
04/11/2023	00	1	1	3	0,1	2	9	1	11	57
04/11/2023	01	1	1	3	0,1	2	8	1	11	58
04/11/2023	02	1	1	3	0,1	2	9	1	11	60
04/11/2023	03	1	1	3	0,1	2	9	1	11	64
04/11/2023	04	1	1	3	0,1	2	9	1	11	69
04/11/2023	05	1	1	3	0,1	2	8	1	11	73
04/11/2023	06	1	1	3	0,1	2	9	2	12	74
04/11/2023	07	1	1	3	0,1	2	9	2	11	72
04/11/2023	08	1	1	3	0,1	2	9	1	12	71
04/11/2023	09	1	1	3	0,1	2	8	1	11	70
04/11/2023	10	1	1	3	0,1	2	9	1	11	69
04/11/2023	11	1	1	3	0,1	2	9	1	12	70
04/11/2023	12	1	1	3	0,1	2	9	3	11	72
04/11/2023	13	1	1	3	0,1	2	9	4	11	71
04/11/2023	14	1	1	3	0,1	2	9	5	11	77
04/11/2023	15	1	1	3	0,1	2	9	6	12	79
04/11/2023	16	1	1	3	0,1	2	9	4	12	77
04/11/2023	17	1	1	3	0,1	2	9	4	12	78
04/11/2023	18	1	1	3	0,1	2	9	3	11	77
04/11/2023	19	1	1	3	0,1	2	9	3	11	76
04/11/2023	20	1	1	3	0,1	2	9	2	12	78
04/11/2023	21	1	1	3	0,1	2	9	1	11	77
04/11/2023	22	1	1	3	0,1	2	9	1	11	79
04/11/2023	23	1	1	3	0,1	2	9	1	12	79
05/11/2023	00	1	1	3	0,1	2	9	2	11	81
05/11/2023	01	1	1	3	0,1	2	9	1	11	82
05/11/2023	02	1	1	3	0,1	2	9	1	12	80
05/11/2023	03	1	1	3	0,1	2	9	1	11	80
05/11/2023	04	1	1	3	0,1	2	9	1	11	77
05/11/2023	05	1	1	3	0,1	2	9	1	11	73
05/11/2023	06	1	1	3	0,1	2	9	1	12	76
05/11/2023	07	1	1	3	0,1	2	9	1	12	74
05/11/2023	08	1	1	3	0,1	2	9	1	11	71
05/11/2023	09	1	1	3	0,1	2	9	1	11	69
05/11/2023	10	1	1	3	0,1	2	9	1	12	73
05/11/2023	11	1	1	3	0,1	2	9	2	12	73
05/11/2023	12	1	1	3	0,1	2	9	1	12	74
05/11/2023	13	1	1	3	0,1	2	9	2	12	68
05/11/2023	14	1	1	3	0,1	2	9	2	12	68
05/11/2023	15	1	1	3	0,1	2	9	1	12	70
05/11/2023	16	1	1	3	0,1	2	9	1	12	71
05/11/2023	17	1	1	3	0,1	2	9	1	11	69
05/11/2023	18	1	1	3	0,1	2	9	1	11	66
05/11/2023	19	1	1	3	0,1	2	10	1	13	57
05/11/2023	20	1	1	3	0,1	2	11	2	14	56
05/11/2023	21	1	1	3	0,1	2	12	2	15	49
05/11/2023	22	1	1	3	0,1	2	13	2	16	51
05/11/2023	23	1	1	3	0,1	2	9	1	12	57
06/11/2023	00	1	1	3	0,1	2	9	1	12	52
06/11/2023	01	1	1	3	0,1	2	10	1	12	47
06/11/2023	02	1	1	3	0,1	2	9	1	11	56
06/11/2023	03	1	1	3	0,1	2	9	1	12	59
06/11/2023	04	1	1	3	0,1	2	9	1	12	60
06/11/2023	05	1	1	3	0,1	2	9	1	12	54
06/11/2023	06	1	1	3	0,1	2	10	1	12	45
06/11/2023	07	1	1	3	0,1	2	20	1	23	35
06/11/2023	08	1	1	3	0,1	2	29	2	32	27
06/11/2023	09	1	1	3	0,1	5	25	3	33	33
06/11/2023	10	1	1	3	0,1	2	10	1	13	57
06/11/2023	11	1	1	3	0,1	2	9	2	12	65
06/11/2023	12	1	1	3	0,1	2	9	1	12	71
06/11/2023	13	1	1	3	0,1	2	9	1	12	66
06/11/2023	14	1	1	3	0,1	2	9	1	12	70
06/11/2023	15	1	1	3	0,1	2	9	1	12	69
06/11/2023	16	1	1	3	0,1	2	9	2	12	68
06/11/2023	17	1	1	3	0,1	2	11	1	14	62
06/11/2023	18	1	1	3	0,1	6	29	2	39	44
06/11/2023	19	2	1	3	0,1	2	29	4	32	34
06/11/2023	20	1	1	3	0,1	2	32	3	35	30
06/11/2023	21	1	1	3	0,1	2	14	2	17	47
06/11/2023	22	1	1	3	0,1	2	10	2	13	55
06/11/2023	23	1	1	3	0,1	2	9	1	12	58
07/11/2023	00	1	1	3	0,1	2	9	2	12	50
07/11/2023	01	1	1	3	0,1	2	10	3	13	41
07/11/2023	02	1	1	3	0,1	2	9	2	12	45
07/11/2023	03	1	1	3	0,1	2	9	2	12	43
07/11/2023	04	1	1	3	0,1	2	9	1	12	55
07/11/2023	05	1	1	3	0,1	2	9	2	12	55
07/11/2023	06	1	1	3	0,1	2	12	1	15	43
07/11/2023	07	1	1	3	0,1	2	34	3	37	18
07/11/2023	08	2	1	3	0,1	11	42	5	59	15
07/11/2023	09	1	1	3	0,1	5	20	3	28	32
07/11/2023	10	1	1	3	0,1	2	9	3	12	51
07/11/2023	11	1	1	3	0,1	2	9	2	12	57
07/11/2023	12	1	1	3	0,1	2	9	2	12	69
07/11/2023	13	1	1	3	0,1	2	9	2	12	70
07/11/2023	14	1	1	3	0,1	2	9	1	12	75
07/11/2023	15	1	1	3	0,1	2	9	1	12	75
07/11/2023	16	1	1	3	0,1	2	9	2	12	74
07/11/2023	17	1	1	3	0,1	2	9	2	12	70
07/11/2023	18	1	1	3	0,1	2	12	3	15	63
07/11/2023	19	2	1	3	0,1	2	12	4	15	63
07/11/2023	20	1	1	3	0,1	2	14	2	17	57
07/11/2023	21	1	1	3	0,1	2	9	2	12	54
07/11/2023	22	1	1	3	0,1	2	9	2	12	58
07/11/2023	23	1	1	3	0,1	2	10	2	13	57
08/11/2023	00	1	1	3	0,1	2	9	1	12	67
08/11/2023	01	1	1	3	0,1	2	9	2	12	62
08/11/2023	02	1	1	3	0,1	2	9	1	12	54
08/11/2023	03	1	1	3	0,1	2	12	2	15	42
08/11/2023	04	1	1	3	0,1	2	10	1	13	48
08/11/2023	05	1	1	3	0,1	2	14	2	17	45
08/11/2023	06	1	1	3	0,1	2	15	2	18	42
08/11/2023	07	3	1	3	0,1	13	43	6	63	12
08/11/2023	08	2	1	3	0,1	26	46	4	85	5
08/11/2023	09	4	2	3	0,1	20	43	8	74	14
08/11/2023	10	6	3					14		
08/11/2023	11	2	1	3	0,1	1	17	4	18	
08/11/2023	12	1	1	3	0,1	2	19	3	23	
08/11/2023	13	1	1	3	0,1	2	12	3	15	
08/11/2023	14	1	1	3	0,1	1	9	3	11	
08/11/2023	15	1	1	3	0,1	1	8	2	8	
08/11/2023	16	1	1	3	0,1			2		
08/11/2023	17	1	1	3	0,1			3		
08/11/2023	18	2	1	3	0,1			3		
08/11/2023	19	2	1	3	0,1			4		
08/11/2023	20	2	1	3	0,1			3		
08/11/2023	21	2	1	3	0,1			3		
08/11/2023	22	2	1	3	0,1			5		
08/11/2023	23	2	1	3	0,1			4		
09/11/2023	00	2	1	3	0,1			4		
09/11/2023	01	2	1	3	0,1			3		
09/11/2023	02	2	1	3	0,1			3		
09/11/2023	03	2	1	3	0,1			4		
09/11/2023	04	2	1	3	0,1			4		
09/11/2023	05	1	1	3	0,1			2		
09/11/2023	06	1	1	3	0,1			3		
