FECHA	HORA	SO2	NO	NO2	NOx	O3
11/08/2023	14	6	3	4	8	85
11/08/2023	15	6	2	2	6	92
11/08/2023	16	3	3	4	8	92
11/08/2023	17	3	2	4	7	102
11/08/2023	18	3	2	4	7	100
11/08/2023	19	3	2	3	6	109
11/08/2023	20	3	2	3	6	96
11/08/2023	21	3	2	3	7	92
11/08/2023	22	3	2	3	7	94
11/08/2023	23	3	2	4	7	89
12/08/2023	00	3	2	3	7	80
12/08/2023	01	3	2	9	12	62
12/08/2023	02	3	2	6	9	55
12/08/2023	03	3	2	7	11	40
12/08/2023	04	3	2	8	11	54
12/08/2023	05	3	2	7	10	60
12/08/2023	06	3	2	8	12	42
12/08/2023	07	3	3	11	15	36
12/08/2023	08	3	2	8	11	67
12/08/2023	09	3	3	9	13	81
12/08/2023	10	3	3	8	12	90
12/08/2023	11	3	2	3	7	103
12/08/2023	12	3	3	3	7	96
12/08/2023	13	3	3	4	7	99
12/08/2023	14	3	2	2	6	105
12/08/2023	15	3	2	2	6	112
12/08/2023	16	3	2	3	7	114
12/08/2023	17	3	2	2	6	104
12/08/2023	18	4	2	2	6	93
12/08/2023	19	3	2	3	7	87
12/08/2023	20	3	2	2	6	88
12/08/2023	21	4	2	2	6	86
12/08/2023	22	3	2	2	6	97
12/08/2023	23	3	2	3	6	96
13/08/2023	00	3	2	3	6	88
13/08/2023	01	3	2	3	6	85
13/08/2023	02	3	2	3	7	78
13/08/2023	03	4	2	3	6	72
13/08/2023	04	3	2	4	7	70
13/08/2023	05	3	2	5	8	70
13/08/2023	06	4	2	5	8	71
13/08/2023	07	4	2	4	7	75
13/08/2023	08	4	2	3	7	84
13/08/2023	09	4	2	2	6	94
13/08/2023	10	4	2	2	6	99
13/08/2023	11	4	2	2	7	99
13/08/2023	12	3	3	6	11	90
13/08/2023	13	3	3	6	11	92
13/08/2023	14	3	3	5	9	96
13/08/2023	15	3	3	4	8	95
13/08/2023	16	4	3	5	9	92
13/08/2023	17	4	2	5	8	94
13/08/2023	18	4	2	3	7	90
13/08/2023	19	4	2	2	6	78
13/08/2023	20	4	2	2	6	73
13/08/2023	21	5	2	2	6	71
13/08/2023	22	4	2	2	6	74
13/08/2023	23	3	2	2	6	74
14/08/2023	00	3	2	3	6	64
14/08/2023	01	3	2	4	7	58
14/08/2023	02	3	2	3	6	61
14/08/2023	03	3	2	3	6	63
14/08/2023	04	4	2	3	6	62
14/08/2023	05	3	2	5	8	51
14/08/2023	06	3	2	6	10	48
14/08/2023	07	3	2	9	12	49
14/08/2023	08	3	2	5	8	65
14/08/2023	09	3	2	2	6	78
14/08/2023	10	4	3	2	6	80
14/08/2023	11	4	3	3	8	81
14/08/2023	12	4	2	4	8	85
14/08/2023	13	4	2	2	6	87
14/08/2023	14	3	2	3	7	81
14/08/2023	15	4	2	2	6	87
14/08/2023	16	3	2	2	6	86
14/08/2023	17	3	2	2	6	91
14/08/2023	18	3	2	2	5	89
14/08/2023	19	3	2	2	6	87
14/08/2023	20	3	2	2	6	89
14/08/2023	21	3	2	3	6	87
14/08/2023	22	3	2	2	6	87
14/08/2023	23	3	2	3	6	77
15/08/2023	00	3	2	4	7	66
15/08/2023	01	3	2	4	7	66
15/08/2023	02	3	2	4	8	64
15/08/2023	03	3	2	4	7	62
15/08/2023	04	3	2	3	7	61
15/08/2023	05	3	2	3	6	63
15/08/2023	06	3	2	3	7	63
15/08/2023	07	3	2	4	7	69
15/08/2023	08	4	3	4	8	70
15/08/2023	09	4	3	3	7	82
15/08/2023	10	3	2	2	6	90
15/08/2023	11	3	2	2	6	96
15/08/2023	12	3	2	2	6	101
15/08/2023	13	3	2	2	6	99
15/08/2023	14	3	2	2	5	94
15/08/2023	15	3	2	2	5	98
15/08/2023	16	3	2	3	6	96
15/08/2023	17	3	3	2	6	94
15/08/2023	18	3	2	2	6	100
15/08/2023	19	3	2	2	5	104
15/08/2023	20	3	2	2	6	96
15/08/2023	21	3	2	3	6	96
15/08/2023	22	3	2	3	6	97
15/08/2023	23	3	2	3	7	85
16/08/2023	00	3	2	4	7	87
16/08/2023	01	3	2	4	7	82
16/08/2023	02	3	2	3	6	79
16/08/2023	03	3	2	3	6	75
16/08/2023	04	3	2	3	7	66
16/08/2023	05	3	2	5	8	67
16/08/2023	06	3	2	6	9	63
16/08/2023	07	3	2	9	13	71
16/08/2023	08	3	2	7	10	77
16/08/2023	09	3	2	4	8	91
16/08/2023	10	3	2	3	6	103
16/08/2023	11	3	2	3	6	106
16/08/2023	12	3	2	2	6	103
16/08/2023	13	3	2	2	6	103
16/08/2023	14	3	3	2	6	96
16/08/2023	15	3	2	2	6	100
16/08/2023	16	4	2	2	6	96
16/08/2023	17	5	2	2	5	98
16/08/2023	18	4	2	2	5	98
16/08/2023	19	4	2	2	6	94
16/08/2023	20	4	2	2	6	94
16/08/2023	21	4	2	2	6	93
16/08/2023	22	3	2	2	6	93
16/08/2023	23	4	2	4	7	81
17/08/2023	00	3	2	4	8	72
17/08/2023	01	3	2	3	7	74
17/08/2023	02	3	2	2	6	74
17/08/2023	03	3	2	3	6	65
17/08/2023	04	3	2	4	8	58
17/08/2023	05	3	2	4	7	63
17/08/2023	06	3	2	8	11	57
17/08/2023	07	4	3	12	16	57
17/08/2023	08	5	3	13	17	59
17/08/2023	09	5	2	4	7	86
17/08/2023	10	4	2	3	6	94
17/08/2023	11	4	3	2	6	95
17/08/2023	12	4	2	2	6	96
17/08/2023	13	4	2	2	6	93
17/08/2023	14	3	2	2	6	92
17/08/2023	15	3	2	2	6	90
17/08/2023	16	4	2	3	7	86
17/08/2023	17	5	2	2	6	87
17/08/2023	18	5	2	2	6	85
17/08/2023	19	4	2	3	6	88
17/08/2023	20	4	2	2	6	86
17/08/2023	21	4	2	2	6	82
17/08/2023	22	4	2	3	6	75
17/08/2023	23	4	2	3	6	73
18/08/2023	00	3	2	3	6	69
18/08/2023	01	4	2	3	6	55
18/08/2023	02	3	2	4	8	49
18/08/2023	03	3	2	8	11	37
18/08/2023	04	3	2	14	17	18
18/08/2023	05	3	2	15	18	16
18/08/2023	06	3	5	23	30	12
18/08/2023	07	3	5	19	27	23
18/08/2023	08	3	5	16	24	44
18/08/2023	09	4	5	15	23	60
18/08/2023	10	4	6	18	27	63
18/08/2023	11	3	3	7	10	97
18/08/2023	12	3	3	9	14	101
18/08/2023	13	3	3	6	11	88
18/08/2023	14	3	3	7	12	74
18/08/2023	15	4	3	5	9	73
18/08/2023	16	3	3	3	7	72
18/08/2023	17	3	2	2	6	76
18/08/2023	18	3	2	3	6	80
18/08/2023	19	3	2	3	6	74
18/08/2023	20	4	2	3	6	74
18/08/2023	21	4	2	2	6	74
18/08/2023	22	3	2	3	6	71
18/08/2023	23	3	2	4	7	65
19/08/2023	00	3	2	3	7	53
19/08/2023	01	3	2	5	9	51
19/08/2023	02	3	2	7	11	35
19/08/2023	03	3	2	13	16	22
19/08/2023	04	3	2	12	15	13
19/08/2023	05	3	2	12	15	11
19/08/2023	06	3	2	7	10	21
19/08/2023	07	3	2	6	9	30
19/08/2023	08	3	2	5	10	49
19/08/2023	09	3	3	5	9	63
19/08/2023	10	4	2	3	7	79
19/08/2023	11	4	2	3	6	88
19/08/2023	12	3	2	2	5	92
19/08/2023	13	3	2	2	6	98
19/08/2023	14	3	2	3	6	93
19/08/2023	15	4	2	2	5	86
19/08/2023	16	3	2	2	5	86
19/08/2023	17	3	2	2	6	94
19/08/2023	18	3	2	2	6	92
19/08/2023	19	3	2	2	6	91
19/08/2023	20	3	2	2	5	85
19/08/2023	21	3	2	3	6	81
19/08/2023	22	3	2	2	5	76
19/08/2023	23	3	2	2	5	72
20/08/2023	00	3	2	2	6	63
20/08/2023	01	3	2	4	8	62
20/08/2023	02	3	2	5	8	50
20/08/2023	03	3	2	6	10	38
20/08/2023	04	3	2	5	8	30
20/08/2023	05	3	2	5	8	29
20/08/2023	06	3	2	5	9	28
20/08/2023	07	3	3	8	12	23
20/08/2023	08	3	3	5	9	42
20/08/2023	09	3	2	3	6	74
20/08/2023	10	4	2	3	7	87
20/08/2023	11	3	3	8	12	83
20/08/2023	12	3	3	5	9	88
20/08/2023	13	3	2	2	6	89
20/08/2023	14	3	2	2	5	90
20/08/2023	15	3	2	2	6	85
20/08/2023	16	3	2	2	6	74
20/08/2023	17	3	2	2	5	76
20/08/2023	18	3	2	3	6	81
20/08/2023	19	3	2	3	7	67
20/08/2023	20	3	2	2	6	66
20/08/2023	21	3	2	2	6	62
20/08/2023	22	3	2	2	6	62
20/08/2023	23	3	2	2	6	56
21/08/2023	00	3	2	3	7	53
21/08/2023	01	3	2	5	8	52
21/08/2023	02	3	2	6	10	40
21/08/2023	03	3	2	9	12	29
21/08/2023	04	3	2	5	8	39
21/08/2023	05	3	3	12	16	17
21/08/2023	06	3	4	16	22	7
21/08/2023	07	3	8	20	32	14
21/08/2023	08	3	7	18	28	31
21/08/2023	09	3	5	13	20	54
21/08/2023	11	3	3	10	15	84
21/08/2023	12	3	3	10	15	77
21/08/2023	13	3	4	12	18	76
21/08/2023	14	3	3	11	16	73
21/08/2023	15	3	3	8	12	79
21/08/2023	16	5	4	11	17	70
21/08/2023	17	5	3	8	11	63
21/08/2023	18	5	2	8	12	65
21/08/2023	19	5	2	18	21	49
21/08/2023	20	6	2	13	16	59
21/08/2023	21	6	2	6	10	62
21/08/2023	22	6	2	7	10	53
21/08/2023	23	6	2	9	12	41
22/08/2023	00	6	2	13	16	35
22/08/2023	01	6	2	11	14	31
22/08/2023	02	6	2	9	12	30
22/08/2023	03	6	2	9	12	29
22/08/2023	04	6	2	11	14	22
22/08/2023	05	6	2	18	22	13
22/08/2023	06	7	5	23	31	9
22/08/2023	07	7	8	23	35	16
22/08/2023	08	7	6	18	28	29
22/08/2023	09	7	4	14	20	51
22/08/2023	10	7	3	12	17	74
22/08/2023	11	7	3	12	18	87
22/08/2023	12	6	2	6	10	102
22/08/2023	13	6	3	13	17	100
22/08/2023	14	5	2	8	11	105
22/08/2023	15	3	2	6	10	102
22/08/2023	16	4	3	12	17	84
22/08/2023	17	4	2	8	11	104
22/08/2023	18	4	2	12	16	104
22/08/2023	19	5	2	4	7	117
22/08/2023	20	6	2	7	10	66
22/08/2023	21	7	2	6	9	56
22/08/2023	22	7	2	6	9	49
22/08/2023	23	8	2	10	13	36
23/08/2023	00	7	2	15	19	22
23/08/2023	01	7	2	11	14	24
23/08/2023	02	7	2	16	19	24
23/08/2023	03	7	2	13	16	27
23/08/2023	04	8	2	7	9	39
23/08/2023	05	7	2	16	19	24
23/08/2023	06	7	3	24	29	15
23/08/2023	07	7	9	27	41	16
23/08/2023	08	7	5	18	26	37
23/08/2023	09	8	4	15	22	60
23/08/2023	10	7	5	22	30	65
23/08/2023	11	6	3	13	17	97
23/08/2023	12	6	3	14	18	95
23/08/2023	13	5	3	13	17	85
23/08/2023	14	4	3	10	14	90
23/08/2023	15	4	4	15	20	80
23/08/2023	16	6	3	15	20	78
23/08/2023	17	6	2	10	13	88
23/08/2023	18	6	2	12	16	85
23/08/2023	19	7	2	15	18	81
23/08/2023	20	8	2	30	33	46
23/08/2023	21	9	2	27	31	42
23/08/2023	22	10	2	13	17	56
23/08/2023	23	11	2	13	16	49
24/08/2023	00	10	2	13	16	36
24/08/2023	01	9	2	21	24	21
24/08/2023	02	8	2	13	16	30
24/08/2023	03	8	2	8	10	42
24/08/2023	04	9	2	8	11	37
24/08/2023	05	8	2	17	20	22
24/08/2023	06	10	3	25	30	21
24/08/2023	07	11	7	28	38	25
24/08/2023	08	9	4	18	24	49
24/08/2023	09	10	5	19	26	65
24/08/2023	10	10	4	20	26	84
24/08/2023	11	8	3	15	20	104
24/08/2023	12	7	3	10	14	96
24/08/2023	13	6	3	9	13	98
24/08/2023	14	7	2	7	11	102
24/08/2023	15	7	2	6	9	102
24/08/2023	16	3	3	10	14	90
24/08/2023	17	3	3	12	16	84
24/08/2023	18	3	2	14	17	80
24/08/2023	19	4	2	19	22	72
24/08/2023	20	4	2	6	9	88
24/08/2023	21	5	2	5	8	83
24/08/2023	22	6	2	6	9	77
24/08/2023	23	5	2	7	10	72
25/08/2023	00	5	2	7	9	72
25/08/2023	01	4	2	7	10	67
25/08/2023	02	4	2	8	11	54
25/08/2023	03	4	2	10	13	40
25/08/2023	04	5	2	9	12	46
25/08/2023	05	5	2	17	19	33
25/08/2023	06	4	3	25	29	20
25/08/2023	07	4	8	32	44	20
25/08/2023	08	5	9	31	45	32
25/08/2023	09	6	6	22	31	59
25/08/2023	10	6	3	13	17	87
25/08/2023	11	5	3	15	21	91
25/08/2023	12	3	3	10	14	109
25/08/2023	13	3	2	4	6	121
25/08/2023	14	3	2	4	7	116
25/08/2023	15	4	2	3	6	117
25/08/2023	16	3	2	2	6	121
25/08/2023	17	3	2	3	6	139
25/08/2023	18	3	2	4	7	119
25/08/2023	19	3	2	4	7	103
25/08/2023	20	5	2	4	7	102
25/08/2023	21	5	2	3	6	90
25/08/2023	22	5	2	3	6	85
25/08/2023	23	5	2	3	6	82
26/08/2023	00	4	2	3	6	84
26/08/2023	01	4	2	3	6	76
26/08/2023	02	4	2	4	7	67
26/08/2023	03	3	2	6	8	60
26/08/2023	04	3	2	8	11	50
26/08/2023	05	3	2	7	10	51
26/08/2023	06	4	2	7	10	44
26/08/2023	07	5	2	9	12	45
26/08/2023	08	4	2	8	12	58
26/08/2023	09	5	2	4	8	85
26/08/2023	10	6	2	2	6	91
26/08/2023	11	5	2	2	6	92
26/08/2023	12	3	2	2	5	90
26/08/2023	13	3	2	2	5	91
26/08/2023	14	3	2	2	5	92
26/08/2023	15	3	2	2	5	92
26/08/2023	16	3	3	7	11	83
26/08/2023	17	3	2	4	7	92
26/08/2023	18	4	2	3	6	75
26/08/2023	19	5	2	3	6	61
26/08/2023	20	6	2	4	7	54
26/08/2023	21	6	2	9	12	37
26/08/2023	22	6	2	9	12	32
26/08/2023	23	5	2	8	12	30
27/08/2023	00	5	2	12	15	31
27/08/2023	01	5	2	8	12	34
27/08/2023	02	5	2	7	10	30
27/08/2023	03	5	2	7	11	30
27/08/2023	04	5	2	5	8	29
27/08/2023	05	6	2	5	8	23
27/08/2023	06	5	2	4	7	39
27/08/2023	07	5	2	3	7	43
27/08/2023	08	5	2	5	8	35
27/08/2023	09	6	3	3	7	35
27/08/2023	10	6	2	2	6	54
27/08/2023	11	6	2	2	6	70
27/08/2023	12	6	2	3	6	72
27/08/2023	13	6	3	2	6	72
27/08/2023	14	6	2	2	6	73
27/08/2023	15	6	2	2	6	73
27/08/2023	16	4	2	2	6	76
27/08/2023	17	4	2	3	6	81
27/08/2023	18	4	2	3	6	79
27/08/2023	19	5	2	3	6	74
27/08/2023	20	6	2	4	7	68
27/08/2023	21	6	2	5	8	63
27/08/2023	22	6	2	3	6	66
27/08/2023	23	5	2	2	6	67
28/08/2023	00	5	2	2	6	70
28/08/2023	01	4	2	2	5	67
28/08/2023	02	3	2	2	6	65
28/08/2023	03	4	2	2	6	64
28/08/2023	04	3	2	3	6	63
28/08/2023	05	4	2	5	8	54
28/08/2023	06	6	2	7	10	53
28/08/2023	07	6	3	12	15	48
28/08/2023	08	5	4	10	16	50
28/08/2023	09	6	3	7	12	57
28/08/2023	10	6	3	4	9	62
28/08/2023	11	5	2	3	7	64
28/08/2023	12	6	2	3	7	67
28/08/2023	13	6	3	3	7	68
28/08/2023	14	7	2	3	6	69
28/08/2023	15	7	2	3	6	71
28/08/2023	16	3	2	3	6	72
28/08/2023	17	3	2	7	11	75
28/08/2023	18	3	3	13	17	66
28/08/2023	19	3	2	19	22	52
28/08/2023	20	3	3	33	37	20
28/08/2023	21	3	2	17	20	39
28/08/2023	22	3	2	11	13	46
28/08/2023	23	3	2	7	10	50
29/08/2023	00	3	2	5	7	54
29/08/2023	01	3	2	3	5	68
29/08/2023	02	3	2	3	6	65
29/08/2023	03	3	2	4	7	56
29/08/2023	04	3	2	4	7	58
29/08/2023	05	3	2	5	8	55
29/08/2023	06	3	2	10	14	42
29/08/2023	07	3	4	15	21	33
29/08/2023	08	3	4	10	15	43
29/08/2023	09	3	3	4	9	55
29/08/2023	10	3	3	3	7	63
29/08/2023	11	3	3	3	7	72
29/08/2023	12	3	3	6	10	76
29/08/2023	13	3	2	4	8	90
29/08/2023	14	3	2	4	7	86
29/08/2023	15	3	2	4	7	79
29/08/2023	16	3	2	4	8	76
29/08/2023	17	3	2	5	9	76
29/08/2023	18	3	2	7	11	71
29/08/2023	19	3	2	10	12	73
29/08/2023	20	3	2	8	11	71
29/08/2023	21	3	2	7	10	64
29/08/2023	22	3	2	7	10	60
29/08/2023	23	3	2	9	12	48
30/08/2023	00	3	2	5	8	58
30/08/2023	01	3	2	6	9	47
30/08/2023	02	4	2	5	8	44
30/08/2023	03	5	2	4	7	52
30/08/2023	04	5	2	4	8	57
30/08/2023	05	5	2	6	9	54
30/08/2023	06	5	2	13	16	43
30/08/2023	07	5	7	24	35	23
30/08/2023	08	3	4	12	19	44
30/08/2023	09	4	3	7	12	59
30/08/2023	10	4	3	4	8	66
30/08/2023	11	4	3	7	11	67
30/08/2023	12	4	3	8	13	75
30/08/2023	13	3	2	6	10	85
30/08/2023	14	3	2	5	8	86
30/08/2023	15	3	2	3	7	89
30/08/2023	16	3	2	4	8	79
30/08/2023	17	3	2	3	6	77
30/08/2023	18	4	2	8	11	70
30/08/2023	19	3	2	7	10	70
30/08/2023	20	3	2	6	9	74
30/08/2023	21	3	2	4	7	74
30/08/2023	22	3	2	9	11	54
30/08/2023	23	3	2	8	11	44
31/08/2023	00	3	2	5	8	54
31/08/2023	01	3	2	7	10	40
31/08/2023	02	4	2	5	8	40
31/08/2023	03	3	2	4	8	44
31/08/2023	04	4	2	5	8	40
31/08/2023	05	4	2	7	10	33
31/08/2023	06	5	7	19	29	14
31/08/2023	07	5	8	21	34	17
31/08/2023	08	5	8	17	29	29
31/08/2023	09	4	4	11	18	51
31/08/2023	10	3	3	6	11	72
31/08/2023	11	3	3	8	13	72
31/08/2023	12	4	2	4	8	86
31/08/2023	13	3	2	6	9	90
31/08/2023	14	4	2	5	8	96
31/08/2023	15	4	2	5	8	85
31/08/2023	16	3	3	4	8	89
31/08/2023	17	4	2	5	8	88
31/08/2023	18	3	2	8	12	79
31/08/2023	19	3	2	5	8	80
31/08/2023	20	3	2	3	6	84
31/08/2023	21	3	2	3	6	89
31/08/2023	22	3	2	3	6	88
31/08/2023	23	3	2	3	6	88
01/09/2023	00	3	2	3	7	74
01/09/2023	01	3	2	3	6	76
01/09/2023	02	3	2	3	6	76
01/09/2023	03	3	2	5	8	67
01/09/2023	04	3	2	4	7	59
01/09/2023	05	3	2	7	10	48
01/09/2023	06	3	3	17	21	26
01/09/2023	07	3	7	22	33	22
01/09/2023	08	3	4	11	17	42
01/09/2023	09	3	3	7	10	67
01/09/2023	10	3	3	7	11	79
01/09/2023	11	3	3	10	16	78
01/09/2023	12	3	3	6	11	93
01/09/2023	13	3	4	8	13	86
01/09/2023	14	3	2	4	7	92
01/09/2023	15	3	3	4	8	88
01/09/2023	16	3	2	6	9	80
01/09/2023	17	3	3	5	9	75
01/09/2023	18	3	2	7	11	76
01/09/2023	19	3	2	4	7	77
01/09/2023	20	3	2	3	6	74
01/09/2023	21	3	2	3	6	73
01/09/2023	22	3	2	4	7	71
01/09/2023	23	3	2	3	7	82
02/09/2023	00	3	2	3	6	84
02/09/2023	01	3	2	2	6	90
02/09/2023	02	3	2	3	6	84
02/09/2023	03	3	2	2	5	80
02/09/2023	04	3	2	2	6	81
02/09/2023	05	3	2	2	5	81
02/09/2023	06	3	2	3	6	70
02/09/2023	07	3	2	4	7	61
02/09/2023	08	3	2	5	8	62
02/09/2023	09	3	2	4	8	77
02/09/2023	10	3	2	5	9	57
02/09/2023	11	3	2	5	9	68
02/09/2023	12	3	3	6	11	61
02/09/2023	13	3	3	6	10	75
02/09/2023	14	3	2	3	6	89
02/09/2023	15	3	2	2	6	94
02/09/2023	16	3	2	2	6	93
02/09/2023	17	3	2	3	6	88
02/09/2023	18	3	2	3	6	86
02/09/2023	19	3	2	2	6	90
02/09/2023	20	3	2	3	6	91
02/09/2023	21	3	2	3	6	89
02/09/2023	22	4	2	5	8	74
02/09/2023	23	5	2	5	8	71
03/09/2023	00	5	2	4	7	63
03/09/2023	01	4	2	3	7	59
03/09/2023	02	5	2	2	6	
03/09/2023	03	5	2	3	6	
03/09/2023	04	5	2	3	6	
03/09/2023	05	4	2	3	6	
03/09/2023	06	4	2	3	6	
03/09/2023	07	4	2	3	7	
03/09/2023	08	4	2	3	6	
03/09/2023	09	5	2	3	6	
03/09/2023	10	5	2	3	6	
03/09/2023	11	3	3	3	7	
03/09/2023	12	3	2	3	7	
03/09/2023	13	3	2	3	6	
03/09/2023	14	3	2	3	6	
03/09/2023	15	3	2	3	6	
03/09/2023	16	6	2	3	6	
03/09/2023	17	6	2	3	6	
03/09/2023	18	6	2	3	6	
03/09/2023	19	5	2	3	6	
03/09/2023	20	6	3	3	7	
03/09/2023	21	6	3	3	7	
03/09/2023	22	7	2	3	6	
03/09/2023	23	6	2	2	6	
04/09/2023	00	6	2	3	6	
04/09/2023	01	6	2	3	6	
04/09/2023	02	6	2	3	6	
04/09/2023	03	6	2	3	6	
04/09/2023	04	7	2	3	6	72
04/09/2023	05	7	2	3	6	73
04/09/2023	06	7	2	4	7	73
04/09/2023	07	7	2	5	8	75
04/09/2023	08	7	2	5	8	75
04/09/2023	09	7	3	4	8	77
04/09/2023	10	7	2	4	8	78
04/09/2023	11	7	2	4	7	80
04/09/2023	12	7	2	4	7	80
04/09/2023	13	6	2	3	7	81
04/09/2023	14	7	2	3	7	83
04/09/2023	15	8	2	3	7	83
04/09/2023	16	3	2	3	7	82
04/09/2023	17	3	2	3	6	84
04/09/2023	18	3	2	3	6	83
04/09/2023	19	3	2	3	6	80
04/09/2023	20	3	2	5	8	70
04/09/2023	21	3	2	5	8	66
04/09/2023	22	3	2	3	6	69
04/09/2023	23	3	2	3	6	68
05/09/2023	00	3	2	3	6	64
05/09/2023	01	3	2	5	8	55
05/09/2023	02	3	2	7	10	49
05/09/2023	03	3	2	5	8	59
05/09/2023	04	3	2	5	8	61
05/09/2023	05	3	2	5	9	56
05/09/2023	06	3	2	6	9	51
05/09/2023	07	3	2	11	14	38
05/09/2023	08	3	3	11	15	43
05/09/2023	09	3	3	6	10	61
05/09/2023	10	3	2	3	6	82
05/09/2023	11	3	2	3	6	87
05/09/2023	12	3	2	2	6	95
05/09/2023	13	3	2	3	6	100
05/09/2023	14	3	2	2	6	93
05/09/2023	15	3	2	2	5	94
05/09/2023	16	3	2	2	6	92
05/09/2023	17	3	2	2	6	91
05/09/2023	18	3	2	3	6	89
05/09/2023	19	3	2	3	7	83
05/09/2023	20	3	2	3	7	82
05/09/2023	21	3	2	5	8	74
05/09/2023	22	3	2	4	8	68
05/09/2023	23	3	2	4	8	63
06/09/2023	00	3	2	4	7	66
06/09/2023	01	3	2	4	7	50
06/09/2023	02	3	2	4	7	42
06/09/2023	03	3	2	4	7	47
06/09/2023	04	3	2	4	7	55
06/09/2023	05	3	2	6	9	49
06/09/2023	06	3	2	10	13	45
06/09/2023	07	3	3	12	16	43
06/09/2023	08	3	3	10	15	52
06/09/2023	09	3	2	6	9	73
06/09/2023	10	3	2	3	7	88
06/09/2023	11	3	2	3	6	97
06/09/2023	12	3	2	2	6	102
06/09/2023	13	3	2	2	6	99
06/09/2023	14	3	2	2	6	94
06/09/2023	15	3	2	2	5	93
06/09/2023	16	3	2	2	6	92
06/09/2023	17	3	2	2	5	97
06/09/2023	18	3	2	3	6	97
06/09/2023	19	3	2	3	6	90
06/09/2023	20	3	2	3	7	87
06/09/2023	21	3	2	3	6	88
06/09/2023	22	3	2	3	6	84
06/09/2023	23	3	2	4	7	72
07/09/2023	00	3	2	4	6	72
07/09/2023	01	3	2	3	6	65
07/09/2023	02	3	2	3	6	58
07/09/2023	03	3	2	3	7	44
07/09/2023	04	3	2	6	9	28
07/09/2023	05	3	2	9	12	25
07/09/2023	06	3	3	11	15	24
07/09/2023	07	3	9	21	35	12
07/09/2023	08	3	5	15	23	40
07/09/2023	09	3	3	7	11	69
07/09/2023	10	3	2	5	8	85
07/09/2023	11	3	2	3	7	97
07/09/2023	12	3	2	3	7	103
07/09/2023	13	3	2	3	6	107
07/09/2023	14	3	2	2	6	101
07/09/2023	15	3	2	3	6	104
07/09/2023	16	3	2	4	7	99
07/09/2023	17	3	2	3	7	104
07/09/2023	18	3	2	4	7	99
07/09/2023	19	3	2	4	7	99
07/09/2023	20	3	2	6	9	94
07/09/2023	21	3	2	4	7	92
07/09/2023	22	3	2	3	6	88
07/09/2023	23	3	2	3	7	80
08/09/2023	00	3	2	7	9	66
08/09/2023	01	3	2	11	14	54
08/09/2023	02	3	2	11	14	44
08/09/2023	03	3	2	11	13	32
08/09/2023	04	3	2	8	11	31
08/09/2023	05	3	2	9	13	23
08/09/2023	06	3	5	20	28	8
08/09/2023	07	3	10	24	39	12
08/09/2023	08	3	5	17	25	46
08/09/2023	09	3	3	13	17	71
08/09/2023	10	3	2	14	18	72
08/09/2023	11	3	2	8	11	87
08/09/2023	12	3	3	7	11	91
08/09/2023	13	3	3	6	10	99
08/09/2023	14	3	2	3	6	107
08/09/2023	15	3	2	6	9	96
08/09/2023	16	3	2	5	9	90
08/09/2023	17	3	2	4	7	92
08/09/2023	18	3	2	7	10	84
08/09/2023	19	3	2	4	7	88
08/09/2023	20	3	2	4	8	80
08/09/2023	21	3	2	4	7	76
08/09/2023	22	3	2	5	8	78
08/09/2023	23	3	2	7	10	64
09/09/2023	00	3	2	8	11	42
09/09/2023	01	3	2	5	8	49
09/09/2023	02	3	2	4	7	45
09/09/2023	03	3	2	4	7	47
09/09/2023	04	3	2	8	11	21
09/09/2023	05	3	2	12	15	18
09/09/2023	06	3	3	13	18	13
09/09/2023	07	4	4	11	17	17
09/09/2023	08	3	5	10	18	28
09/09/2023	09	3	3	6	9	65
09/09/2023	10	3	3	5	9	75
09/09/2023	11	3	3	5	9	77
09/09/2023	12	3	2	5	8	82
09/09/2023	13	3	2	4	7	87
09/09/2023	14	3	3	5	8	90
09/09/2023	15	3	3	5	9	94
09/09/2023	16	3	3	4	8	90
09/09/2023	17	3	3	7	11	82
09/09/2023	18	3	2	5	9	80
09/09/2023	19	3	2	3	7	85
09/09/2023	20	3	2	3	7	90
09/09/2023	21	3	2	3	5	91
09/09/2023	22	3	2	3	6	86
09/09/2023	23	3	2	6	9	61
10/09/2023	00	3	2	5	9	44
10/09/2023	01	4	2	6	9	42
10/09/2023	02	4	2	8	11	33
10/09/2023	03	4	2	5	9	33
10/09/2023	04	4	2	4	7	38
10/09/2023	05	4	2	7	10	39
10/09/2023	06	4	2	6	9	22
10/09/2023	07	4	3	5	8	31
10/09/2023	08	4	3	5	9	40
10/09/2023	09	4	3	3	7	66
10/09/2023	10	3	2	2	6	90
10/09/2023	11	4	2	2	6	96
10/09/2023	12	4	2	2	6	98
10/09/2023	13	4	2	2	6	99
10/09/2023	14	3	2	2	5	101
10/09/2023	15	3	2	2	6	97
10/09/2023	16	3	2	2	5	98
10/09/2023	17	4	2	2	6	102
10/09/2023	18	3	2	2	6	99
10/09/2023	19	3	2	3	6	91
10/09/2023	20	3	2	3	6	85
10/09/2023	21	3	2	4	7	85
10/09/2023	22	3	2	4	7	77
10/09/2023	23	3	2	5	8	62
11/09/2023	00	3	2	4	8	53
11/09/2023	01	3	2	4	8	52
11/09/2023	02	4	2	4	8	41
11/09/2023	03	4	2	4	7	40
11/09/2023	04	4	2	4	7	38
11/09/2023	05	4	2	8	11	27
11/09/2023	06	4	5	18	25	14
