FECHA	HORA	SO2	NO	NO2	NOx	O3
11/07/2023	18	3	2	10	13	62
11/07/2023	19	3	2	12	16	51
11/07/2023	20	3	2	19	22	40
11/07/2023	21	3	3	27	31	28
11/07/2023	22	3	2	20	24	39
11/07/2023	23	3	2	7	11	60
12/07/2023	00	3	2	3	6	63
12/07/2023	01	3	2	3	6	62
12/07/2023	02	3	2	4	8	44
12/07/2023	03	3	2	7	11	28
12/07/2023	04	3	2	13	16	16
12/07/2023	05	3	4	17	23	6
12/07/2023	06	3	4	14	21	13
12/07/2023	07	4	3	8	12	45
12/07/2023	08	4	2	4	8	60
12/07/2023	09	4	3	3	7	63
12/07/2023	10	4	3	4	8	73
12/07/2023	11	4	3	4	8	74
12/07/2023	12	4	2	3	7	76
12/07/2023	13	4	2	3	7	79
12/07/2023	14	5	3	4	7	77
12/07/2023	15	6	3	3	8	72
12/07/2023	16	6	3	4	9	68
12/07/2023	17	6	3	4	9	68
12/07/2023	18	6	3	5	10	67
12/07/2023	19	6	3	5	10	68
12/07/2023	20	5	2	4	7	68
12/07/2023	21	5	2	3	6	67
12/07/2023	22	6	2	6	9	58
12/07/2023	23	6	2	5	9	58
13/07/2023	00	6	2	4	8	55
13/07/2023	01	5	2	5	8	53
13/07/2023	02	5	2	6	9	42
13/07/2023	03	5	2	5	8	37
13/07/2023	04	5	2	4	8	40
13/07/2023	05	5	2	7	11	31
13/07/2023	06	6	2	10	13	30
13/07/2023	07	4	3	9	13	43
13/07/2023	08	3	3	6	10	60
13/07/2023	09	3	3	6	10	66
13/07/2023	10	3	3	6	10	71
13/07/2023	11	3	3	4	10	67
13/07/2023	12	3	3	4	8	63
13/07/2023	13	3	3	4	8	64
13/07/2023	14	3	3	4	8	66
13/07/2023	15	3	5	7	14	58
13/07/2023	16	3	4	6	11	61
13/07/2023	17	3	4	6	13	62
13/07/2023	18	3	4	9	14	62
13/07/2023	19	3	3	8	12	73
13/07/2023	20	3	3	8	13	80
13/07/2023	21	3	3	10	15	75
13/07/2023	22	3	3	6	10	80
13/07/2023	23	3	3	6	10	69
14/07/2023	00	3	2	4	8	67
14/07/2023	01	3	2	8	11	65
14/07/2023	02	3	2	7	10	68
14/07/2023	03	3	2	6	9	61
14/07/2023	04	3	2	5	8	43
14/07/2023	05	3	2	7	10	40
14/07/2023	06	3	2	10	13	37
14/07/2023	07	3	3	14	19	39
14/07/2023	08	3	4	14	21	51
14/07/2023	09	3	5	12	20	60
14/07/2023	10	3	5	14	20	64
14/07/2023	11	3	3	8	13	83
14/07/2023	12	4	3	6	10	82
14/07/2023	13	3	3	5	10	79
14/07/2023	14	3	3	7	13	78
14/07/2023	15	3	4	8	13	71
14/07/2023	16	4	3	5	10	76
14/07/2023	17	4	4	7	13	68
14/07/2023	18	4	4	8	14	66
14/07/2023	19	3	4	9	15	64
14/07/2023	20	3	3	6	11	64
14/07/2023	21	3	3	4	8	68
14/07/2023	22	3	2	3	7	68
14/07/2023	23	3	2	3	7	70
15/07/2023	00	3	2	3	6	71
15/07/2023	01	3	2	2	6	69
15/07/2023	02	3	2	3	6	64
15/07/2023	03	3	2	4	7	58
15/07/2023	04	3	3	2	6	59
15/07/2023	05	3	2	3	6	59
15/07/2023	06	3	2	7	11	46
15/07/2023	07	3	3	8	12	43
15/07/2023	08	3	2	4	8	62
15/07/2023	09	4	3	5	9	71
15/07/2023	10	4	4	10	16	75
15/07/2023	11	3	3	8	13	88
15/07/2023	12	3	4	11	16	85
15/07/2023	13	3	3	6	11	90
15/07/2023	14	3	4	9	15	83
15/07/2023	15	3	3	6	11	89
15/07/2023	16	3	3	5	10	89
15/07/2023	17	3	3	4	8	90
15/07/2023	18	3	2	4	7	86
15/07/2023	19	3	2	4	7	87
15/07/2023	20	3	2	6	9	80
15/07/2023	21	3	2	5	8	80
15/07/2023	22	3	2	4	7	80
15/07/2023	23	3	2	3	7	81
16/07/2023	00	3	2	3	7	76
16/07/2023	01	3	2	5	9	66
16/07/2023	02	3	3	3	7	72
16/07/2023	03	3	2	4	8	71
16/07/2023	04	3	2	6	9	62
16/07/2023	05	3	2	5	8	63
16/07/2023	06	3	2	4	7	67
16/07/2023	07	3	2	5	8	57
16/07/2023	08	3	2	3	7	65
16/07/2023	09	3	2	3	6	70
16/07/2023	10	3	2	2	6	73
16/07/2023	11	3	2	2	6	73
16/07/2023	12	3	2	2	6	75
16/07/2023	13	3	2	2	6	74
16/07/2023	14	3	2	3	6	74
16/07/2023	15	3	2	3	6	73
16/07/2023	16	3	3	3	8	73
16/07/2023	17	3	3	3	7	78
16/07/2023	18	3	4	6	11	74
16/07/2023	19	3	3	7	12	74
16/07/2023	20	3	3	6	11	70
16/07/2023	21	3	3	6	10	73
16/07/2023	22	3	4	7	13	65
16/07/2023	23	3	3	4	8	72
17/07/2023	00	3	2	2	6	71
17/07/2023	01	3	2	2	5	68
17/07/2023	02	3	2	2	6	68
17/07/2023	03	3	2	2	6	63
17/07/2023	04	3	2	3	6	56
17/07/2023	05	3	2	4	7	54
17/07/2023	06	3	2	7	10	47
17/07/2023	07	3	3	8	12	50
17/07/2023	08	3	2	6	10	59
17/07/2023	09	4	3	3	7	70
17/07/2023	10	3	2	3	6	71
17/07/2023	11	3	3	3	7	71
17/07/2023	12	3	3	3	7	72
17/07/2023	13	3	3	3	8	71
17/07/2023	14	3	3	3	7	70
17/07/2023	15	4	3	3	7	69
17/07/2023	16	4	3	3	8	71
17/07/2023	17	4	3	4	8	72
17/07/2023	18	4	2	4	8	73
17/07/2023	19	4	3	4	8	69
17/07/2023	20	4	2	7	10	63
17/07/2023	21	4	2	5	8	62
17/07/2023	22	4	2	3	6	67
17/07/2023	23	4	2	3	7	60
18/07/2023	00	3	2	8	11	46
18/07/2023	01	3	2	15	19	33
18/07/2023	02	3	2	6	9	49
18/07/2023	03	4	2	6	9	48
18/07/2023	04	4	2	12	15	27
18/07/2023	05	3	3	11	15	25
18/07/2023	06	4	6	17	26	12
18/07/2023	07	4	6	17	27	18
18/07/2023	08	3	3	10	15	44
18/07/2023	09	3	4	11	17	51
18/07/2023	10	3	6	14	23	54
18/07/2023	11	3	6	18	27	61
18/07/2023	12	3	4	16	21	80
18/07/2023	13	3	3	8	12	96
18/07/2023	14	3	2	3	7	92
18/07/2023	16	3	2	4	8	
18/07/2023	17	3	3	5	10	66
18/07/2023	18	3	3	3	7	71
18/07/2023	19	3	2	3	7	74
18/07/2023	20	3	2	3	7	74
18/07/2023	21	3	2	3	6	78
18/07/2023	22	3	2	3	7	72
18/07/2023	23	3	2	6	10	55
19/07/2023	00	3	2	7	11	59
19/07/2023	01	3	2	10	13	44
19/07/2023	02	3	2	9	12	42
19/07/2023	03	3	2	8	11	35
19/07/2023	04	3	2	8	11	31
19/07/2023	05	3	2	10	13	24
19/07/2023	06	3	4	18	24	12
19/07/2023	07	3	7	20	32	19
19/07/2023	08	3	5	16	24	36
19/07/2023	09	3	4	11	16	54
19/07/2023	10	3	4	13	19	65
19/07/2023	11	3	3	10	13	82
19/07/2023	12	3	3	7	11	95
19/07/2023	13	3	3	5	10	97
19/07/2023	14	3	3	5	9	92
19/07/2023	15	3	3	4	8	88
19/07/2023	16	3	3	5	9	91
19/07/2023	17	3	3	5	9	89
19/07/2023	18	3	3	4	8	77
19/07/2023	19	3	2	5	8	71
19/07/2023	20	3	2	9	13	60
19/07/2023	21	4	3	21	25	35
19/07/2023	22	3	2	16	20	39
19/07/2023	23	3	2	14	18	34
20/07/2023	00	3	2	10	13	39
20/07/2023	01	3	2	5	8	57
20/07/2023	02	3	2	3	6	67
20/07/2023	03	3	2	3	6	66
20/07/2023	04	3	2	3	7	70
20/07/2023	05	3	2	3	7	73
20/07/2023	06	3	2	4	7	78
20/07/2023	07	3	2	5	8	80
20/07/2023	08	3	2	3	7	82
20/07/2023	09	3	2	5	8	79
20/07/2023	10	3	2	3	7	76
20/07/2023	11	3	3	3	7	82
20/07/2023	12	3	3	5	9	85
20/07/2023	13	3	3	5	10	87
20/07/2023	14	3	3	10	14	81
20/07/2023	15	3	2	4	7	91
20/07/2023	16	3	3	6	11	90
20/07/2023	17	3	3	5	10	85
20/07/2023	18	3	3	13	17	73
20/07/2023	19	4	2	6	9	74
20/07/2023	20	4	2	6	9	74
20/07/2023	21	3	2	7	10	67
20/07/2023	22	3	3	11	15	47
20/07/2023	23	3	6	25	34	23
21/07/2023	00	3	3	31	36	16
21/07/2023	01	3	2	17	21	29
21/07/2023	02	3	2	6	10	52
21/07/2023	03	3	2	6	10	44
21/07/2023	04	3	2	6	10	47
21/07/2023	05	3	2	9	12	40
21/07/2023	06	3	5	16	24	29
21/07/2023	07	3	12	23	41	15
21/07/2023	08	3	3	12	17	52
21/07/2023	09	3	2	6	10	71
21/07/2023	10	3	2	6	10	83
21/07/2023	11	3	3	9	13	80
21/07/2023	12	3	3	4	8	82
21/07/2023	13	3	3	3	7	79
21/07/2023	14	3	3	3	7	90
21/07/2023	15	4	3	3	8	92
21/07/2023	16	3	3	4	8	91
21/07/2023	17	3	3	4	8	89
21/07/2023	18	3	3	7	11	82
21/07/2023	19	3	2	4	7	84
21/07/2023	20	3	2	4	7	88
21/07/2023	21	3	2	3	6	85
21/07/2023	22	3	2	4	7	77
21/07/2023	23	3	2	4	8	73
22/07/2023	00	3	2	3	6	70
22/07/2023	01	3	2	3	6	74
22/07/2023	02	3	2	3	6	73
22/07/2023	03	3	2	4	8	60
22/07/2023	04	3	2	4	8	62
22/07/2023	05	3	2	10	13	48
22/07/2023	06	3	2	10	13	54
22/07/2023	07	3	3	11	15	51
22/07/2023	08	3	2	4	8	69
22/07/2023	09	3	3	3	7	78
22/07/2023	10	3	2	2	6	81
22/07/2023	11	3	2	2	6	82
22/07/2023	12	3	2	2	6	81
22/07/2023	13	3	3	2	7	83
22/07/2023	14	3	3	3	8	88
22/07/2023	15	3	3	3	7	89
22/07/2023	16	3	4	7	12	78
22/07/2023	17	3	3	7	12	80
22/07/2023	18	3	2	6	10	81
22/07/2023	19	3	3	4	7	82
22/07/2023	20	3	2	5	9	75
22/07/2023	21	3	2	4	8	72
22/07/2023	22	3	3	4	8	66
22/07/2023	23	3	3	4	8	66
23/07/2023	00	3	2	11	14	46
23/07/2023	01	3	2	4	8	57
23/07/2023	02	3	2	3	6	59
23/07/2023	03	3	2	2	6	57
23/07/2023	04	3	2	3	6	57
23/07/2023	05	3	2	3	7	54
23/07/2023	06	3	2	4	7	53
23/07/2023	07	3	3	5	9	51
23/07/2023	08	3	3	3	7	64
23/07/2023	09	3	3	3	7	69
23/07/2023	10	3	3	4	9	70
23/07/2023	11	3	3	6	10	68
23/07/2023	12	3	3	6	11	69
23/07/2023	13	3	3	5	10	67
23/07/2023	14	3	3	4	8	69
23/07/2023	15	3	3	5	9	71
23/07/2023	16	3	3	5	10	67
23/07/2023	17	3	4	11	16	56
23/07/2023	18	3	3	14	19	56
23/07/2023	19	3	3	10	14	67
23/07/2023	20	3	2	8	12	59
23/07/2023	21	3	2	3	6	67
23/07/2023	22	3	2	5	8	62
23/07/2023	23	3	2	5	9	59
24/07/2023	00	3	2	16	19	39
24/07/2023	01	3	2	13	17	37
24/07/2023	02	3	2	6	10	44
24/07/2023	03	3	2	7	10	38
24/07/2023	04	3	2	10	13	29
24/07/2023	05	3	2	16	19	18
24/07/2023	06	3	5	19	26	13
24/07/2023	07	3	12	25	43	10
24/07/2023	08	3	11	26	42	11
24/07/2023	09	3	11	26	43	15
24/07/2023	10	3	6	18	26	45
24/07/2023	11	3	5	19	26	65
24/07/2023	12	3	4	15	21	75
24/07/2023	13	3	3	9	14	91
24/07/2023	14	3	2	6	10	106
24/07/2023	15	3	3	4	8	96
24/07/2023	16	3	3	4	8	100
24/07/2023	17	3	2	4	8	104
24/07/2023	18	3	2	4	8	96
24/07/2023	19	3	2	3	7	91
24/07/2023	20	3	2	3	6	81
24/07/2023	21	4	2	3	6	82
24/07/2023	22	3	2	4	8	68
24/07/2023	23	3	2	9	12	55
25/07/2023	00	3	2	4	8	71
25/07/2023	01	3	2	3	6	75
25/07/2023	02	3	2	2	6	70
25/07/2023	03	3	2	3	6	60
25/07/2023	04	3	2	6	9	50
25/07/2023	05	3	2	10	13	40
25/07/2023	06	3	2	11	14	32
25/07/2023	07	3	3	14	19	35
25/07/2023	08	4	3	9	13	49
25/07/2023	09	5	3	8	13	57
25/07/2023	10	5	3	8	14	62
25/07/2023	11	4	3	6	11	71
25/07/2023	12	5	3	4	8	77
25/07/2023	13	4	3	5	9	75
25/07/2023	14	4	3	4	8	78
25/07/2023	15	3	3	3	7	83
25/07/2023	16	3	2	3	7	86
25/07/2023	17	4	2	3	6	86
25/07/2023	18	4	2	3	7	88
25/07/2023	19	4	2	3	6	88
25/07/2023	20	3	2	3	6	87
25/07/2023	21	4	2	3	6	87
25/07/2023	22	4	2	3	7	81
25/07/2023	23	3	2	4	8	74
26/07/2023	00	3	2	5	8	72
26/07/2023	01	3	2	7	10	68
26/07/2023	02	4	2	7	10	62
26/07/2023	03	3	2	4	7	67
26/07/2023	04	4	2	3	7	69
26/07/2023	05	4	2	4	8	59
26/07/2023	06	3	2	6	9	61
26/07/2023	07	3	2	10	14	52
26/07/2023	08	3	3	9	13	56
26/07/2023	09	6	3	6	10	66
26/07/2023	12	4	3	5	10	76
26/07/2023	13	5	3	6	11	75
26/07/2023	14	4	3	5	9	74
26/07/2023	15	4	3	6	10	73
26/07/2023	16	4	3	6	11	73
26/07/2023	17	5	3	6	11	75
26/07/2023	18	6	3	7	12	75
26/07/2023	19	5	2	3	7	83
26/07/2023	20	4	2	3	6	83
26/07/2023	21	3	2	3	6	85
26/07/2023	22	4	2	3	7	78
26/07/2023	23	3	2	6	9	68
27/07/2023	00	3	2	6	9	69
27/07/2023	01	3	2	5	8	71
27/07/2023	02	3	2	3	6	75
27/07/2023	03	3	2	3	7	71
27/07/2023	04	3	2	4	7	67
27/07/2023	05	3	2	5	9	63
27/07/2023	06	3	2	7	10	62
27/07/2023	07	3	2	10	14	57
27/07/2023	08	3	3	10	15	61
27/07/2023	09	4	3	9	13	65
27/07/2023	10	3	3	9	14	68
27/07/2023	11	3	2	6	10	85
27/07/2023	12	3	3	7	11	85
27/07/2023	13	3	3	7	12	82
27/07/2023	14	3	3	5	9	74
27/07/2023	15	3	3	5	9	75
27/07/2023	16	3	4	9	16	68
27/07/2023	17	3	3	8	13	67
27/07/2023	18	4	3	9	14	67
27/07/2023	19	4	3	13	17	64
27/07/2023	20	3	2	12	16	61
27/07/2023	21	3	2	10	14	61
27/07/2023	22	3	2	6	10	64
27/07/2023	23	3	2	4	7	66
28/07/2023	00	3	2	4	8	62
28/07/2023	01	3	2	4	8	60
28/07/2023	02	3	2	5	9	56
28/07/2023	03	3	2	6	9	54
28/07/2023	04	3	2	4	8	55
28/07/2023	05	3	2	6	9	51
28/07/2023	06	3	3	14	18	41
28/07/2023	07	3	5	16	23	39
28/07/2023	08	3	3	7	12	61
28/07/2023	09	3	3	4	8	75
28/07/2023	10	3	3	4	9	81
28/07/2023	11	3	3	4	8	80
28/07/2023	12	3	3	4	8	77
28/07/2023	13	3	2	3	7	86
28/07/2023	14	3	3	3	7	89
28/07/2023	15	3	2	3	7	96
28/07/2023	16	4	3	4	9	90
28/07/2023	17	4	3	5	9	88
28/07/2023	18	4	3	7	11	90
28/07/2023	19	3	2	3	7	80
28/07/2023	20	4	2	5	8	77
28/07/2023	21	4	2	3	7	75
28/07/2023	22	4	2	3	7	66
28/07/2023	23	4	3	3	6	68
29/07/2023	00	3	2	3	6	72
29/07/2023	01	3	2	3	7	70
29/07/2023	02	3	2	3	7	69
29/07/2023	03	3	2	3	6	71
29/07/2023	04	3	2	3	7	60
29/07/2023	05	3	2	5	8	53
29/07/2023	06	4	2	9	12	41
29/07/2023	07	4	3	9	14	46
29/07/2023	08	5	3	8	12	61
29/07/2023	09	5	3	5	9	72
29/07/2023	10	5	3	6	11	80
29/07/2023	11	4	4	9	14	76
29/07/2023	12	3	3	8	13	84
29/07/2023	13	3	4	11	17	78
29/07/2023	14	3	3	5	8	81
29/07/2023	15	4	3	4	8	82
29/07/2023	16	3	4	8	13	73
29/07/2023	17	4	3	5	9	77
29/07/2023	18	3	3	3	7	73
29/07/2023	19	3	2	2	6	74
29/07/2023	20	3	2	3	6	73
29/07/2023	21	3	3	3	6	70
29/07/2023	22	4	2	2	6	71
29/07/2023	23	3	2	4	7	61
30/07/2023	00	4	2	5	8	58
30/07/2023	01	3	2	4	8	51
30/07/2023	02	3	2	4	8	41
30/07/2023	03	3	2	4	7	44
30/07/2023	04	3	2	5	8	40
30/07/2023	05	3	2	4	7	49
30/07/2023	06	3	2	4	8	43
30/07/2023	07	3	2	4	8	50
30/07/2023	08	4	2	3	7	60
30/07/2023	09	4	2	3	7	70
30/07/2023	10	4	3	2	6	77
30/07/2023	11	3	2	2	6	75
30/07/2023	12	3	2	2	6	78
30/07/2023	13	3	2	2	6	78
30/07/2023	14	3	2	3	7	80
30/07/2023	15	4	3	3	7	79
30/07/2023	16	3	3	3	7	74
30/07/2023	17	4	2	2	6	73
30/07/2023	18	5	3	3	7	76
30/07/2023	19	4	2	3	7	75
30/07/2023	20	4	2	4	7	78
30/07/2023	21	4	2	3	7	81
30/07/2023	22	4	3	5	8	81
30/07/2023	23	4	2	4	7	81
31/07/2023	00	4	2	3	6	74
31/07/2023	01	3	2	2	6	71
31/07/2023	02	3	2	2	6	72
31/07/2023	03	4	2	2	6	71
31/07/2023	04	3	2	2	6	75
31/07/2023	05	3	2	4	7	55
31/07/2023	06	3	2	6	9	45
31/07/2023	07	3	2	11	15	44
31/07/2023	08	3	2	7	11	58
31/07/2023	09	3	3	3	7	71
31/07/2023	10	3	3	8	12	67
31/07/2023	11	4	3	7	12	70
31/07/2023	12	4	3	7	11	72
31/07/2023	13	3	3	4	9	76
31/07/2023	14	3	3	6	11	72
31/07/2023	15	4	3	6	11	71
31/07/2023	16	3	3	5	10	72
31/07/2023	17	3	3	4	8	76
31/07/2023	18	3	2	3	6	74
31/07/2023	19	3	2	4	8	66
31/07/2023	20	3	2	5	8	66
31/07/2023	21	3	2	3	7	63
31/07/2023	22	3	2	3	6	64
31/07/2023	23	3	2	2	6	62
01/08/2023	00	3	2	3	7	55
01/08/2023	01	3	2	4	8	50
01/08/2023	02	3	2	4	7	45
01/08/2023	03	3	2	6	9	39
01/08/2023	04	3	2	6	9	34
01/08/2023	05	3	2	13	16	27
01/08/2023	06	3	5	21	27	17
01/08/2023	07	3	5	17	24	30
01/08/2023	08	4	3	8	13	48
01/08/2023	09	3	3	6	10	67
01/08/2023	10	3	3	3	7	82
01/08/2023	11	3	2	3	7	82
01/08/2023	12	4	3	3	7	80
01/08/2023	13	3	2	3	6	86
01/08/2023	14	3	3	2	6	79
01/08/2023	15	3	3	3	7	75
01/08/2023	16	3	3	3	8	77
01/08/2023	17	3	2	3	7	82
01/08/2023	18	3	3	5	9	73
01/08/2023	19	3	2	5	9	75
01/08/2023	20	3	2	3	6	76
01/08/2023	21	3	2	4	7	71
01/08/2023	22	3	2	3	7	70
01/08/2023	23	3	2	3	6	71
02/08/2023	00	3	2	5	8	57
02/08/2023	01	3	2	9	12	41
02/08/2023	02	3	2	13	16	31
02/08/2023	03	3	2	11	14	28
02/08/2023	04	3	2	11	14	29
02/08/2023	05	3	2	13	16	26
02/08/2023	06	3	6	25	34	12
02/08/2023	07	3	10	27	43	19
02/08/2023	08	3	10	28	44	33
02/08/2023	09	3	4	16	22	63
02/08/2023	10	3	3	9	14	81
02/08/2023	11	3	3	10	15	87
02/08/2023	12	3	3	6	11	98
02/08/2023	13	3	3	7	11	101
02/08/2023	14	3	4	11	17	94
02/08/2023	15	3	3	8	13	108
02/08/2023	16	3	3	12	16	102
02/08/2023	17	3	3	11	14	111
02/08/2023	18	3	3	15	19	113
02/08/2023	19	3	2	11	14	115
02/08/2023	20	3	2	5	8	110
02/08/2023	21	3	2	3	7	98
02/08/2023	22	3	2	7	10	83
02/08/2023	23	3	2	10	13	74
03/08/2023	00	3	2	8	11	77
03/08/2023	01	3	2	7	10	72
03/08/2023	02	3	2	6	9	70
03/08/2023	03	3	2	6	9	65
03/08/2023	04	3	2	6	9	61
03/08/2023	05	3	2	7	9	60
03/08/2023	06	3	2	5	8	70
03/08/2023	07	3	2	5	8	49
03/08/2023	08	3	2	4	8	57
03/08/2023	09	3	3	5	9	62
03/08/2023	10	3	3	5	9	65
03/08/2023	11	3	3	2	7	67
03/08/2023	12	3	2	3	7	68
03/08/2023	13	3	3	3	7	79
03/08/2023	14	3	3	4	8	72
03/08/2023	15	3	2	3	7	75
03/08/2023	16	3	3	4	9	74
03/08/2023	17	3	3	3	7	74
03/08/2023	18	3	2	3	7	74
03/08/2023	19	3	3	4	8	71
03/08/2023	20	3	2	3	7	73
03/08/2023	21	3	3	3	7	72
03/08/2023	22	3	2	2	6	74
03/08/2023	23	3	2	2	6	76
04/08/2023	00	3	2	2	6	70
04/08/2023	01	3	2	6	10	56
04/08/2023	02	3	2	5	8	63
04/08/2023	03	4	2	7	11	53
04/08/2023	04	4	2	5	9	55
04/08/2023	05	3	2	12	16	37
04/08/2023	06	3	2	7	10	48
04/08/2023	07	3	2	5	8	58
04/08/2023	08	3	2	4	7	63
04/08/2023	09	3	3	4	10	66
04/08/2023	10	3	2	3	6	71
04/08/2023	11	4	3	3	7	78
04/08/2023	12	3	3	3	8	82
04/08/2023	13	3	3	6	10	83
04/08/2023	14	4	3	6	10	83
04/08/2023	15	4	3	6	11	83
04/08/2023	16	5	3	6	11	76
04/08/2023	17	5	3	7	11	71
04/08/2023	18	4	3	12	17	59
04/08/2023	19	4	2	10	14	63
04/08/2023	20	4	2	11	14	60
04/08/2023	21	3	2	9	12	60
04/08/2023	22	3	2	9	12	58
04/08/2023	23	3	2	3	7	68
05/08/2023	00	3	2	2	6	73
05/08/2023	01	3	2	2	6	74
05/08/2023	02	3	2	2	5	76
05/08/2023	03	3	2	3	6	70
05/08/2023	04	3	2	3	6	63
05/08/2023	05	3	2	7	10	53
05/08/2023	06	3	2	13	16	42
05/08/2023	07	3	3	10	14	47
05/08/2023	08	4	3	6	11	61
05/08/2023	09	4	3	5	9	69
05/08/2023	10	4	2	3	6	79
05/08/2023	11	5	2	3	6	87
05/08/2023	12	4	2	4	8	94
05/08/2023	13	4	2	4	8	92
05/08/2023	14	3	2	4	8	94
05/08/2023	15	3	3	4	9	90
05/08/2023	16	3	3	6	10	91
05/08/2023	17	3	3	9	14	87
05/08/2023	18	3	3	7	12	92
05/08/2023	19	3	2	16	19	74
05/08/2023	20	3	2	20	23	61
05/08/2023	21	3	2	7	10	83
05/08/2023	22	3	2	5	8	85
05/08/2023	23	3	2	6	9	75
06/08/2023	00	3	2	6	9	68
06/08/2023	01	3	2	8	12	49
06/08/2023	02	3	2	8	11	46
06/08/2023	03	3	2	7	10	50
06/08/2023	04	3	2	9	12	44
06/08/2023	05	3	2	11	14	37
06/08/2023	06	3	2	11	14	33
06/08/2023	07	3	3	9	13	40
06/08/2023	08	3	3	4	8	55
06/08/2023	09	3	2	5	8	71
06/08/2023	10	4	4	10	15	80
06/08/2023	11	3	3	8	14	86
06/08/2023	12	3	3	4	8	96
06/08/2023	13	3	3	3	7	77
06/08/2023	14	3	2	2	6	70
06/08/2023	15	3	2	3	6	70
06/08/2023	16	3	2	2	5	74
06/08/2023	17	3	2	3	7	80
06/08/2023	18	3	2	2	6	83
06/08/2023	19	3	2	4	7	83
06/08/2023	20	3	2	3	6	79
06/08/2023	21	3	2	3	7	78
06/08/2023	22	3	2	4	7	73
06/08/2023	23	3	2	6	9	64
07/08/2023	00	3	2	5	8	59
07/08/2023	01	3	2	6	9	53
07/08/2023	02	3	2	6	9	44
07/08/2023	03	3	2	6	9	48
07/08/2023	04	3	2	6	9	49
07/08/2023	05	3	2	6	9	55
07/08/2023	06	3	2	11	14	51
07/08/2023	07	3	3	12	16	55
07/08/2023	08	3	2	5	8	75
07/08/2023	09	3	2	3	7	84
07/08/2023	10	3	2	3	6	89
07/08/2023	11	3	2	2	6	92
07/08/2023	12	3	2	2	6	86
07/08/2023	13	3	2	2	6	84
07/08/2023	14	3	3	4	8	86
07/08/2023	15	3	3	4	7	81
07/08/2023	16	3	3	5	9	74
07/08/2023	17	3	3	4	7	79
07/08/2023	18	3	3	5	8	74
07/08/2023	19	3	2	4	8	75
07/08/2023	20	3	2	6	10	70
07/08/2023	21	3	2	6	9	69
07/08/2023	22	3	2	5	8	72
07/08/2023	23	3	2	3	7	74
08/08/2023	00	3	2	3	6	78
08/08/2023	01	3	2	3	6	73
08/08/2023	02	3	2	3	6	76
08/08/2023	03	3	2	2	6	76
08/08/2023	04	3	2	4	7	67
08/08/2023	05	3	2	5	8	55
08/08/2023	08	3	2	6	9	58
08/08/2023	09	3	3	7	11	57
08/08/2023	10	3	2	8	12	63
08/08/2023	11	3	2	6	10	72
08/08/2023	12	3	2	5	9	76
08/08/2023	13	3	3	4	8	78
08/08/2023	14	3	3	3	7	79
08/08/2023	15	3	3	4	8	76
08/08/2023	16	3	3	4	9	72
08/08/2023	17	3	3	4	8	76
08/08/2023	18	3	3	8	12	69
08/08/2023	19	3	2	5	9	74
08/08/2023	20	3	2	9	12	70
08/08/2023	21	3	2	9	12	64
08/08/2023	22	3	2	8	11	63
08/08/2023	23	3	2	6	9	66
09/08/2023	00	3	2	5	8	64
09/08/2023	01	3	2	5	8	55
09/08/2023	02	3	2	5	8	48
09/08/2023	03	3	2	4	7	43
09/08/2023	04	3	2	4	7	36
09/08/2023	05	3	2	8	11	31
09/08/2023	06	3	10	25	41	6
09/08/2023	07	3	9	24	38	15
09/08/2023	08	3	7	21	32	34
09/08/2023	09	3	3	10	14	65
09/08/2023	10	3	2	4	7	87
09/08/2023	11	3	3	4	8	92
09/08/2023	12	3	3	5	9	89
09/08/2023	13	3	2	4	8	93
09/08/2023	14	3	3	4	7	92
09/08/2023	15	3	3	4	8	93
09/08/2023	16	3	3	5	9	81
09/08/2023	17	3	2	3	6	87
09/08/2023	18	3	2	6	10	79
09/08/2023	19	3	2	3	6	79
09/08/2023	20	3	2	7	10	70
09/08/2023	21	3	2	9	12	63
09/08/2023	22	3	2	6	9	65
09/08/2023	23	3	2	4	7	67
10/08/2023	00	3	2	4	8	62
10/08/2023	01	3	2	4	8	61
10/08/2023	02	3	2	3	6	73
10/08/2023	03	3	2	11	14	37
10/08/2023	04	3	2	8	12	43
10/08/2023	05	3	2	6	9	50
10/08/2023	06	3	3	16	21	29
10/08/2023	07	3	5	20	29	24
10/08/2023	08	3	5	17	25	37
10/08/2023	09	3	4	11	16	54
10/08/2023	10	3	3	11	15	63
10/08/2023	11	3	3	13	18	76
10/08/2023	12	3	3	9	14	88
10/08/2023	13	3	3	11	15	92
10/08/2023	14	3	3	11	15	67
10/08/2023	15	3	2	3	7	102
10/08/2023	16	4	2	2	6	98
10/08/2023	17	6	3	3	7	87
10/08/2023	18	6	2	4	7	89
10/08/2023	19	6	2	4	7	90
10/08/2023	20	6	2	2	6	94
10/08/2023	21	6	2	2	6	93
10/08/2023	22	6	2	2	6	94
10/08/2023	23	6	2	2	5	99
11/08/2023	00	6	2	2	6	91
11/08/2023	01	6	2	2	6	86
11/08/2023	02	6	2	2	5	86
11/08/2023	03	5	2	2	5	82
11/08/2023	04	5	2	2	6	73
11/08/2023	05	6	2	2	6	63
11/08/2023	06	5	2	4	7	63
11/08/2023	07	4	2	4	8	72
11/08/2023	08	5	2	4	7	77
11/08/2023	09	6	2	2	6	86
11/08/2023	10	5	2	3	6	89
11/08/2023	11	6	2	3	6	94
11/08/2023	12	6	2	3	6	94
11/08/2023	13	5	2	2	6	89
