FECHA	HORA	NH3	SO2	NO	NO2	NOx	O3
22/10/2023	09		3	5	17	25	33
22/10/2023	10		3	7	17	29	38
22/10/2023	11		3	7	11	22	60
22/10/2023	12		3	4	8	15	69
22/10/2023	13		3	5	8	15	72
22/10/2023	14		3	4	4	10	81
22/10/2023	15		3	4	6	11	82
22/10/2023	16		3	4	7	12	80
22/10/2023	17		3	4	12	17	76
22/10/2023	18		3	4	9	15	77
22/10/2023	19		3	4	9	15	71
22/10/2023	20		3	4	11	17	70
22/10/2023	21		3	4	5	11	73
22/10/2023	22		3	4	8	13	66
22/10/2023	23		3	4	5	11	69
23/10/2023	00		3	4	5	11	68
23/10/2023	01		3	4	5	11	68
23/10/2023	02		3	4	11	16	49
23/10/2023	03		3	4	7	12	49
23/10/2023	04		3	4	13	19	35
23/10/2023	05		3	5	25	33	30
23/10/2023	06		3	4	20	25	40
23/10/2023	07		3	4	24	30	37
23/10/2023	08		3	5	29	37	36
23/10/2023	09		3	4	15	21	49
23/10/2023	10		3	4	5	10	64
23/10/2023	11		3	4	4	9	71
23/10/2023	12		3	4	4	10	73
23/10/2023	13		3	4	4	10	76
23/10/2023	14		3	4	5	11	76
23/10/2023	15		3	4	6	12	75
23/10/2023	16		3	5	12	18	79
23/10/2023	17		3	4	14	20	81
23/10/2023	18		3	4	13	19	74
23/10/2023	19		3	4	13	19	69
23/10/2023	20		3	4	11	17	54
23/10/2023	21		3	4	13	19	42
23/10/2023	22		3	4	10	15	40
23/10/2023	23		3	4	6	11	41
24/10/2023	00		3	4	4	9	48
24/10/2023	01		3	4	4	9	51
24/10/2023	02		3	4	4	9	58
24/10/2023	03		3	4	4	9	61
24/10/2023	04		3	4	4	10	62
24/10/2023	05		3	4	4	9	59
24/10/2023	06		3	4	11	17	46
24/10/2023	07		3	4	6	12	51
24/10/2023	08		3	4	9	15	52
24/10/2023	09		3	4	6	12	57
24/10/2023	10		3	4	4	9	61
24/10/2023	11		3	4	4	9	66
24/10/2023	12		3	4	4	10	70
24/10/2023	13		3	4	4	10	72
24/10/2023	14		3	4	4	10	71
24/10/2023	15		6	4	4	10	73
24/10/2023	16		3	4	4	9	73
24/10/2023	17		3	4	9	15	66
24/10/2023	18		3	4	8	14	64
24/10/2023	19		3	4	6	12	63
24/10/2023	20		3	4	7	13	62
24/10/2023	21		3	4	4	9	65
24/10/2023	22		3	4	5	11	61
24/10/2023	23		3	4	6	12	66
25/10/2023	00		3	4	4	9	67
25/10/2023	01		3	4	4	9	65
25/10/2023	02		3	4	4	9	66
25/10/2023	03		3	4	4	9	68
25/10/2023	04		3	4	4	9	65
25/10/2023	05		3	4	4	9	64
25/10/2023	06		3	4	7	13	56
25/10/2023	07		3	4	19	25	43
25/10/2023	08		3	4	9	15	48
25/10/2023	09		3	4	4	10	56
25/10/2023	10		3	4	5	11	58
25/10/2023	11		3	4	4	9	62
25/10/2023	12		3	4	4	10	63
25/10/2023	13		3	4	4	10	65
25/10/2023	14		3	4	4	10	66
25/10/2023	15		3	4	4	10	66
25/10/2023	16		3	4	7	13	61
25/10/2023	17		3	4	9	14	60
25/10/2023	18		3	4	11	16	56
25/10/2023	19		3	4	13	19	51
25/10/2023	20		3	4	14	20	46
25/10/2023	21		3	4	6	11	53
25/10/2023	22		3	4	4	9	57
25/10/2023	23		3	4	4	9	59
26/10/2023	00		3	4	4	9	60
26/10/2023	01		3	4	4	9	61
26/10/2023	02		5	4	4	9	60
26/10/2023	03		3	4	4	9	56
26/10/2023	04		3	4	4	10	54
26/10/2023	05		3	4	4	9	53
26/10/2023	06		3	4	7	12	47
26/10/2023	07		3	4	13	18	42
26/10/2023	08		3	4	6	11	46
26/10/2023	09		3	4	4	9	45
26/10/2023	10		3	4	4	9	45
26/10/2023	11		3	4	4	9	42
26/10/2023	12		3	4	4	9	41
26/10/2023	13		3	4	4	10	40
26/10/2023	14		3	4	4	9	40
26/10/2023	15		3	4	5	10	39
26/10/2023	16		3	4	4	10	39
26/10/2023	17		3	4	4	9	40
26/10/2023	18		3	4	4	9	42
26/10/2023	19		3	4	4	9	44
26/10/2023	20		3	4	4	9	48
26/10/2023	21		3	3	4	9	73
26/10/2023	22		3	4	4	9	74
26/10/2023	23		3	4	4	9	68
27/10/2023	00		3	4	4	9	64
27/10/2023	01		3	4	4	10	68
27/10/2023	02		3	4	4	9	69
27/10/2023	03		3	4	4	9	66
27/10/2023	04		3	4	4	9	64
27/10/2023	05		3	4	4	9	60
27/10/2023	06		3	4	20	25	45
27/10/2023	07		3	6	23	33	40
27/10/2023	08		3	4	20	26	49
27/10/2023	09		3	4	13	18	52
27/10/2023	10		3	4	16	21	51
27/10/2023	11		3	4	6	12	61
27/10/2023	12		3	4	5	10	66
27/10/2023	13		3	4	4	10	68
27/10/2023	14		3	4	4	10	71
27/10/2023	15		3	4	4	10	71
27/10/2023	16		3	4	5	10	70
27/10/2023	17		3	4	5	10	68
27/10/2023	18		3	4	6	11	65
27/10/2023	19		3	6	35	44	38
27/10/2023	20		3	7	33	43	38
27/10/2023	21		3	4	4	9	68
27/10/2023	22		3	4	5	10	63
27/10/2023	23		3	4	4	9	69
28/10/2023	00		3	4	4	10	65
28/10/2023	01		3	4	4	10	63
28/10/2023	02		3	4	4	9	60
28/10/2023	03		3	4	4	10	58
28/10/2023	04		3	4	4	10	56
28/10/2023	05		3	4	4	10	57
28/10/2023	06		3	4	4	10	65
28/10/2023	07		3	4	4	10	64
28/10/2023	08		3	4	4	10	62
28/10/2023	09		3	4	4	10	66
28/10/2023	10		3	4	4	9	68
28/10/2023	11		3	4	4	10	68
28/10/2023	12		3	4	4	10	69
28/10/2023	13		3	4	4	10	72
28/10/2023	14		3	4	4	9	72
28/10/2023	15		3	4	4	10	73
28/10/2023	16		3	4	4	9	72
28/10/2023	17		3	4	4	9	71
28/10/2023	18		3	4	4	10	64
28/10/2023	19		3	4	4	10	64
28/10/2023	20		3	4	8	14	57
28/10/2023	21		3	4	17	22	42
28/10/2023	22		3	4	11	17	54
28/10/2023	23		3	4	4	10	65
29/10/2023	00		3	4	4	10	63
29/10/2023	01		3	4	4	10	67
29/10/2023	02		3	4	4	9	66
29/10/2023	03		3	4	5	10	69
29/10/2023	04		3	4	4	9	68
29/10/2023	05		3	4	4	10	70
29/10/2023	06		3	4	4	9	67
29/10/2023	07		3	4	10	15	52
29/10/2023	08		3	4	5	11	59
29/10/2023	09		3	4	5	10	62
29/10/2023	10		3	4	5	10	68
29/10/2023	11		3	4	5	11	70
29/10/2023	12		3	4	5	11	71
29/10/2023	13		3	4	4	10	71
29/10/2023	14		3	4	4	10	73
29/10/2023	15		3	4	5	10	76
29/10/2023	16		3	4	4	10	79
29/10/2023	17		3	4	5	10	77
29/10/2023	18		3	4	13	19	67
29/10/2023	19		3	9	46	59	30
29/10/2023	20		3	20	77	108	9
29/10/2023	21		3	28	75	118	6
29/10/2023	22		3	32	71	121	2
29/10/2023	23		3	8	42	53	16
30/10/2023	00		3	4	42	48	13
30/10/2023	01		3	5	26	33	15
30/10/2023	02		3	4	23	29	15
30/10/2023	03		3	4	20	26	16
30/10/2023	04		5	4	14	19	21
30/10/2023	05		3	4	21	27	24
30/10/2023	06		3	4	11	17	46
30/10/2023	07		3	6	47	57	21
30/10/2023	08		3	12	59	77	14
30/10/2023	09		3	14	55	75	19
30/10/2023	10		3	6	15	25	52
30/10/2023	11		3	4	6	12	67
30/10/2023	12		3	4	4	10	69
30/10/2023	13		3	4	4	9	67
30/10/2023	14		3	4	4	10	66
30/10/2023	15		3	4	4	10	66
30/10/2023	16		3	4	4	10	66
30/10/2023	17		3	4	6	11	65
30/10/2023	18		3	4	10	15	62
30/10/2023	19		3	4	11	17	61
30/10/2023	20		3	4	7	12	65
30/10/2023	21		3	4	7	13	60
30/10/2023	22		3	4	5	11	61
30/10/2023	23		3	4	4	9	66
31/10/2023	00		3	4	4	9	61
31/10/2023	01		3	4	4	10	59
31/10/2023	02		3	4	4	10	59
31/10/2023	03		3	4	4	10	55
31/10/2023	04		3	4	4	10	51
31/10/2023	05		3	4	16	22	39
31/10/2023	06		3	8	21	32	37
31/10/2023	07		3	18	53	81	8
31/10/2023	08		3	12	35	54	20
31/10/2023	09		3	5	16	24	33
31/10/2023	10		3	5	8	16	43
31/10/2023	11		3	5	9	16	44
31/10/2023	12		3	6	8	17	48
31/10/2023	13		3	5	9	17	52
31/10/2023	14		3	5	11	18	51
31/10/2023	15		3	19	35	64	37
31/10/2023	16		4	44	65	133	20
31/10/2023	17		4	76	88	204	3
31/10/2023	18		3	40	77	139	8
31/10/2023	19		3	38	74	133	6
31/10/2023	20		3	32	78	127	5
31/10/2023	21		3	24	66	102	9
31/10/2023	22		3	6	48	58	14
31/10/2023	23		3	8	56	69	6
01/11/2023	00		3	19	54	84	3
01/11/2023	01		3	12	50	69	2
01/11/2023	02		3	7	41	52	5
01/11/2023	03		3	4	22	27	14
01/11/2023	04		3	4	12	18	25
01/11/2023	05		3	4	18	24	21
01/11/2023	06		3	9	32	46	7
01/11/2023	07		3	19	33	63	8
01/11/2023	08		3	4	4	10	44
01/11/2023	09		3	4	4	10	47
01/11/2023	10		3	4	4	9	53
01/11/2023	11		3	5	5	13	55
01/11/2023	12		3	4	5	11	58
01/11/2023	13		3	4	5	10	65
01/11/2023	14		3	4	5	10	70
01/11/2023	15		3	4	4	9	71
01/11/2023	16		3	4	4	10	68
01/11/2023	17		3	4	4	10	64
01/11/2023	18		3	4	4	10	66
01/11/2023	19		3	4	4	9	61
01/11/2023	20		3	4	4	9	68
01/11/2023	21		3	4	4	9	71
01/11/2023	22		3	3	4	9	73
01/11/2023	23		3	4	4	10	72
02/11/2023	00		3	3	4	9	70
02/11/2023	01		3	4	4	9	70
02/11/2023	02		3	4	4	9	71
02/11/2023	03		3	4	4	9	69
02/11/2023	04		3	4	4	9	70
02/11/2023	05		3	4	4	9	70
02/11/2023	06		3	4	4	10	68
02/11/2023	07		3	4	4	9	63
02/11/2023	08		3	4	4	9	60
02/11/2023	09		3	4	4	9	61
02/11/2023	10		3	4	4	10	61
02/11/2023	11		3	4	4	9	64
02/11/2023	12		3	4	4	10	64
02/11/2023	13		3	4	4	9	66
02/11/2023	14		3	4	4	10	66
02/11/2023	15		3	4	4	10	65
02/11/2023	16		3	4	4	10	67
02/11/2023	17		3	4	4	10	73
02/11/2023	18		3	4	4	9	69
02/11/2023	19		3	4	4	9	66
02/11/2023	20		3	4	4	10	67
02/11/2023	21		3	4	4	9	64
02/11/2023	22		3	4	4	9	66
02/11/2023	23		3	4	4	9	68
03/11/2023	00		3	3	4	9	69
03/11/2023	01		3	3	4	9	70
03/11/2023	02		3	3	4	9	73
03/11/2023	03		3	3	4	9	71
03/11/2023	04		3	3	4	9	70
03/11/2023	05		3	3	4	9	69
03/11/2023	06		3	3	4	9	68
03/11/2023	07		3	3	4	9	64
03/11/2023	08		3	3	5	10	63
03/11/2023	09		3	3	4	9	65
03/11/2023	10		3	4	4	9	68
03/11/2023	11		3	4	4	9	68
03/11/2023	12		3	4	4	9	67
03/11/2023	13		3	4	4	9	66
03/11/2023	14		3	4	4	9	64
03/11/2023	15		3	4	4	9	63
03/11/2023	16		3	4	4	9	61
03/11/2023	17		3	4	4	10	58
03/11/2023	18		3	4	8	13	52
03/11/2023	19		3	4	10	16	48
03/11/2023	20		3	4	5	11	52
03/11/2023	21		3	4	4	10	51
03/11/2023	22		3	4	4	10	51
03/11/2023	23		3	4	4	10	55
04/11/2023	00		3	4	4	9	57
04/11/2023	01		3	4	4	10	59
04/11/2023	02		3	4	4	9	61
04/11/2023	03		3	4	4	9	66
04/11/2023	04		3	4	4	10	71
04/11/2023	05		3	4	4	10	72
04/11/2023	06		3	4	4	10	74
04/11/2023	07		3	4	4	10	72
04/11/2023	08		3	4	4	10	71
04/11/2023	09		3	4	4	10	70
04/11/2023	10		3	4	4	9	68
04/11/2023	11		3	4	4	10	66
04/11/2023	12		3	4	4	9	68
04/11/2023	13		3	4	4	9	70
04/11/2023	14		3	4	4	10	73
04/11/2023	15		3	4	4	10	74
04/11/2023	16		3	4	4	9	75
04/11/2023	17		3	4	4	9	74
04/11/2023	18		3	4	4	9	73
04/11/2023	19		3	4	4	9	73
04/11/2023	20		3	4	4	9	73
04/11/2023	21		3	4	4	9	72
04/11/2023	22		3	4	4	10	73
04/11/2023	23		3	4	4	9	76
05/11/2023	00		3	4	4	9	78
05/11/2023	01		3	4	4	9	78
05/11/2023	02		3	4	4	9	77
05/11/2023	03		3	4	4	9	77
05/11/2023	04		5	4	4	10	74
05/11/2023	05		3	4	4	9	73
05/11/2023	06		3	4	4	10	74
05/11/2023	07		3	4	4	9	73
05/11/2023	08		3	4	4	9	72
05/11/2023	09		3	4	4	9	71
05/11/2023	10		3	4	4	9	70
05/11/2023	11		3	4	4	9	70
05/11/2023	12		3	4	4	10	69
05/11/2023	13		3	4	4	10	71
05/11/2023	14		3	4	4	9	70
05/11/2023	15		3	4	4	9	72
05/11/2023	16		3	4	4	10	72
05/11/2023	17		3	4	4	9	70
05/11/2023	18		3	4	6	11	61
05/11/2023	19		3	4	10	15	56
05/11/2023	20		3	4	14	19	50
05/11/2023	21		3	4	20	25	42
05/11/2023	22		3	4	5	11	56
05/11/2023	23		3	4	5	11	58
06/11/2023	00		3	4	4	10	60
06/11/2023	01		3	4	4	10	55
06/11/2023	02		3	4	4	9	57
06/11/2023	03		3	4	4	9	56
06/11/2023	04		3	3	4	9	58
06/11/2023	05		3	4	4	9	52
06/11/2023	06		3	4	4	9	49
06/11/2023	07		3	4	15	20	43
06/11/2023	08		3	4	25	31	33
06/11/2023	09		3	6	14	24	41
06/11/2023	10		3	4	5	12	54
06/11/2023	11		3	4	4	10	64
06/11/2023	12		3	4	4	9	68
06/11/2023	13		3	4	4	9	68
06/11/2023	14		3	4	4	9	69
06/11/2023	15		3	4	4	9	71
06/11/2023	16		3	4	4	9	69
06/11/2023	17		3	4	10	15	61
06/11/2023	18		3	4	23	29	47
06/11/2023	19		3	12	56	75	23
06/11/2023	20		3	36	82	138	6
06/11/2023	21		3	6	33	42	39
06/11/2023	22		3	4	17	23	47
06/11/2023	23		3	4	28	34	35
07/11/2023	00		3	4	24	29	35
07/11/2023	01		3	4	28	33	28
07/11/2023	02		3	3	9	14	44
07/11/2023	03		3	3	6	11	48
07/11/2023	04		3	3	16	21	38
07/11/2023	05		3	3	21	26	28
07/11/2023	06		3	3	32	37	22
07/11/2023	07		3	17	51	77	9
07/11/2023	08		3	16	39	63	16
07/11/2023	09		3	8	14	25	35
07/11/2023	10		3	5	6	14	44
07/11/2023	11		3	4	4	9	56
07/11/2023	12		3	4	4	9	65
07/11/2023	13		3	4	6	12	68
07/11/2023	14		3	4	4	10	72
07/11/2023	15		3	4	4	9	74
07/11/2023	16		3	4	4	10	73
07/11/2023	17		3	4	6	12	67
07/11/2023	18		3	4	18	23	57
07/11/2023	19		3	4	16	22	57
07/11/2023	20		3	4	15	20	53
07/11/2023	21		3	6	36	44	37
07/11/2023	22		3	5	34	41	34
07/11/2023	23		3	16	46	70	19
08/11/2023	00		3	6	28	36	38
08/11/2023	01		3	3	14	19	44
08/11/2023	02		3	3	4	9	53
08/11/2023	03		3	3	4	9	49
08/11/2023	04		3	3	16	20	32
08/11/2023	05		3	3	28	32	22
08/11/2023	06		3	3	24	29	25
08/11/2023	07		3	4	39	45	16
08/11/2023	08		3	16	45	69	13
08/11/2023	09		3	20	40	69	16
08/11/2023	10		3	4	10	16	42
08/11/2023	11		3	4	9	15	44
08/11/2023	12		3	4	7	14	48
08/11/2023	13		3	4	4	10	58
08/11/2023	14		3	4	4	9	62
08/11/2023	15		3	4	4	9	65
08/11/2023	16		3	4	4	10	67
08/11/2023	17		3	4	11	16	58
08/11/2023	18		3	6	36	45	34
08/11/2023	19		3	8	49	61	19
08/11/2023	20		3	6	40	48	25
08/11/2023	21		3	4	33	38	33
08/11/2023	22		3	5	37	44	25
08/11/2023	23		3	4	12	17	47
09/11/2023	00		3	4	10	15	48
09/11/2023	01		3	4	10	16	50
09/11/2023	02		3	3	4	9	65
09/11/2023	03		3	3	4	9	62
09/11/2023	04		3	3	5	10	54
09/11/2023	05		3	4	5	11	60
09/11/2023	06		3	4	5	10	60
09/11/2023	07		3	4	13	18	52
09/11/2023	08		3	4	8	13	58
09/11/2023	09		3	4	6	12	61
09/11/2023	10		3	4	6	11	62
09/11/2023	11		3	4	4	9	62
09/11/2023	12		3	4	4	9	63
09/11/2023	13		3	4	4	9	63
09/11/2023	14		3	4	4	9	65
09/11/2023	15		3	4	4	9	65
09/11/2023	16		3	4	5	11	65
09/11/2023	17		3	4	18	24	50
09/11/2023	18		3	4	36	42	32
09/11/2023	19		3	4	40	46	30
09/11/2023	20		3	4	48	54	21
09/11/2023	21		3	7	55	66	18
09/11/2023	22		3	7	42	51	26
09/11/2023	23		3	4	6	11	49
10/11/2023	00		3	4	4	9	50
10/11/2023	01		3	4	4	9	50
10/11/2023	02		3	4	4	9	53
10/11/2023	03		3	4	4	10	50
10/11/2023	04		3	4	4	9	52
10/11/2023	05		3	4	4	9	52
10/11/2023	06		3	4	4	10	50
10/11/2023	07		3	4	12	18	41
10/11/2023	08		3	4	13	19	41
10/11/2023	09		3	4	10	16	46
10/11/2023	10		3	4	4	9	54
10/11/2023	11		3	4	4	10	59
10/11/2023	12		3	4	4	9	62
10/11/2023	13		3	4	4	9	64
10/11/2023	14		3	4	4	10	66
10/11/2023	15		3	4	4	9	68
10/11/2023	16		3	4	4	9	69
10/11/2023	17		3	4	8	14	65
10/11/2023	18		3	4	13	19	59
10/11/2023	19		3	4	18	24	52
10/11/2023	20		3	4	18	24	51
10/11/2023	21		3	4	7	12	60
10/11/2023	22		3	4	9	14	53
10/11/2023	23		3	4	4	9	55
11/11/2023	00		3	4	4	10	57
11/11/2023	01		3	4	4	9	58
11/11/2023	02		3	4	4	9	62
11/11/2023	03		3	4	4	9	67
11/11/2023	04		3	4	4	9	67
11/11/2023	05		3	4	4	10	64
11/11/2023	06		3	4	4	9	63
11/11/2023	07		3	4	4	9	60
11/11/2023	08		3	4	4	9	57
11/11/2023	09		3	4	4	9	56
11/11/2023	10		3	4	4	9	54
11/11/2023	11		3	4	4	9	51
11/11/2023	12		3	4	4	9	50
11/11/2023	13		3	4	4	9	49
11/11/2023	14		3	4	4	9	51
11/11/2023	15		3	4	4	9	51
11/11/2023	16		3	4	4	9	50
11/11/2023	17		3	4	4	9	48
11/11/2023	18		3	4	4	9	44
11/11/2023	19		3	4	4	9	43
11/11/2023	20		3	4	4	9	43
11/11/2023	21		3	4	4	9	43
11/11/2023	22		3	3	4	9	43
11/11/2023	23		3	4	4	9	45
12/11/2023	00		3	4	4	9	47
12/11/2023	01		3	4	4	9	50
12/11/2023	02		3	4	4	9	55
12/11/2023	03		3	4	4	9	57
12/11/2023	04		3	4	4	9	58
12/11/2023	05		3	4	4	9	59
12/11/2023	06		3	4	4	9	59
12/11/2023	07		3	4	4	9	57
12/11/2023	08		3	4	4	9	56
12/11/2023	09		3	4	4	9	58
12/11/2023	10		3	4	4	9	59
12/11/2023	11		3	4	4	9	56
12/11/2023	12		3	4	4	9	55
12/11/2023	13		3	4	4	9	58
12/11/2023	14		3	4	4	9	60
12/11/2023	15		3	4	4	10	64
12/11/2023	16		3	4	4	10	64
12/11/2023	17		3	4	4	9	61
12/11/2023	18		3	4	10	15	50
12/11/2023	19		3	3	26	32	34
12/11/2023	20		3	4	22	28	34
12/11/2023	21		3	4	25	30	29
12/11/2023	22		3	4	20	25	34
12/11/2023	23		3	4	13	19	39
13/11/2023	00		3	4	10	15	41
13/11/2023	01		3	5	8	15	41
13/11/2023	02		3	4	7	12	39
13/11/2023	03		3	4	7	12	37
13/11/2023	04		3	4	12	17	24
13/11/2023	05		3	4	15	21	24
13/11/2023	06		3	21	40	72	4
13/11/2023	07		4	81	50	174	2
13/11/2023	08		4	75	56	171	4
13/11/2023	11		3	12	22	40	32
13/11/2023	12		3	4	5	11	46
13/11/2023	13		3	4	4	10	50
13/11/2023	14		3	4	4	10	49
13/11/2023	15		3	4	4	10	50
13/11/2023	16		3	4	4	10	50
13/11/2023	17		3	4	9	15	41
13/11/2023	18		3	4	14	20	35
13/11/2023	19		3	4	17	22	34
13/11/2023	20		3	4	11	17	32
13/11/2023	21		3	7	20	30	24
13/11/2023	22		3	4	17	22	24
13/11/2023	23		3	7	22	31	20
14/11/2023	00		3	4	11	17	26
14/11/2023	01		3	4	9	15	28
14/11/2023	02		3	6	13	21	21
14/11/2023	03		3	4	6	11	30
14/11/2023	04		3	4	11	17	25
14/11/2023	05		3	10	23	38	11
14/11/2023	06		3	36	34	89	4
14/11/2023	07		3	77	41	159	4
14/11/2023	08		5	129	51	247	5
14/11/2023	09		5	96	52	199	7
14/11/2023	10		3	30	27	74	15
14/11/2023	11		3	5	6	13	32
14/11/2023	12		3	5	5	12	38
14/11/2023	13		3	4	4	10	43
14/11/2023	14		3	4	4	10	46
14/11/2023	15		3	4	4	10	46
14/11/2023	16		3	4	6	12	44
14/11/2023	17		3	4	15	21	36
14/11/2023	18		3	56	62	147	13
14/11/2023	19		4	62	81	176	4
14/11/2023	20		3	44	64	131	4
14/11/2023	21		3	18	41	68	11
14/11/2023	22		3	5	16	24	24
14/11/2023	23		3	4	10	15	33
15/11/2023	00		3	4	10	15	33
15/11/2023	01		3	4	11	17	28
15/11/2023	02		3	4	8	13	28
15/11/2023	03		3	4	10	15	24
15/11/2023	04		3	5	22	28	14
15/11/2023	05		3	20	34	65	8
15/11/2023	06		3	36	41	97	4
15/11/2023	07		4	115	54	231	3
15/11/2023	08		4	59	46	136	4
15/11/2023	09		3	41	33	95	10
15/11/2023	10		3	13	15	34	24
15/11/2023	11		3	9	13	27	31
15/11/2023	12		3	24	38	75	27
15/11/2023	13		3	23	37	73	30
15/11/2023	14		3	27	40	82	30
15/11/2023	15		3	8	18	30	52
15/11/2023	16		3	6	12	20	55
15/11/2023	17		3	8	29	42	43
15/11/2023	18		3	17	52	78	23
15/11/2023	19		3	24	61	96	15
15/11/2023	20		3	32	67	116	10
15/11/2023	21		3	45	70	139	4
15/11/2023	22		3	56	62	148	3
15/11/2023	23		3	17	51	76	3
16/11/2023	00		3	7	31	41	9
16/11/2023	01		3	9	34	47	6
16/11/2023	02		3	5	26	32	8
16/11/2023	03		3	5	26	33	6
16/11/2023	04		3	11	28	44	3
16/11/2023	05		3	12	28	47	3
16/11/2023	06		3	36	34	89	3
16/11/2023	07		4	87	43	176	3
16/11/2023	08		7	180	52	327	3
16/11/2023	09		5	130	53	251	4
16/11/2023	10		4	40	40	101	12
16/11/2023	11		3	31	34	81	18
16/11/2023	12		6	45	48	116	17
16/11/2023	13		4	67	66	168	13
16/11/2023	14		5	47	66	138	18
16/11/2023	15		4	36	68	124	21
16/11/2023	16		3	15	44	68	39
16/11/2023	17		3	14	61	82	29
16/11/2023	18		3	22	81	115	14
16/11/2023	19		5	43	92	158	5
16/11/2023	20		3	52	88	167	2
16/11/2023	21		5	117	85	265	2
16/11/2023	22		6	152	78	312	2
16/11/2023	23		5	116	68	245	2
17/11/2023	00		5	97	61	210	2
17/11/2023	01		4	52	55	134	2
17/11/2023	02		3	24	41	78	2
17/11/2023	03		3	5	30	37	4
17/11/2023	04		3	19	30	60	2
17/11/2023	05		3	38	30	88	2
17/11/2023	06		3	41	28	91	2
17/11/2023	07		3	45	34	102	2
17/11/2023	08		3	39	32	91	3
17/11/2023	09		3	41	31	94	4
17/11/2023	10		4	46	38	108	5
17/11/2023	11		3	40	39	100	11
17/11/2023	12		3	19	27	57	22
17/11/2023	13		3	8	21	33	40
17/11/2023	14		4	11	24	40	42
17/11/2023	15		3	11	29	46	40
17/11/2023	16		3	7	23	34	42
17/11/2023	17		3	7	31	42	37
17/11/2023	18		3	24	66	102	12
17/11/2023	19		3	15	55	77	18
17/11/2023	20		3	19	60	88	10
17/11/2023	21		3	23	66	101	4
17/11/2023	22		3	41	61	124	2
17/11/2023	23		4	67	61	163	2
18/11/2023	00		3	48	53	126	2
18/11/2023	01		3	11	40	57	2
18/11/2023	02		3	7	29	40	5
18/11/2023	03		3	4	21	26	8
18/11/2023	04		3	4	18	24	6
18/11/2023	05		3	4	22	28	5
18/11/2023	06		3	4	18	23	7
18/11/2023	07		3	4	23	30	5
18/11/2023	08		3	24	26	62	4
18/11/2023	09		3	24	29	65	5
18/11/2023	10		3	10	15	31	15
18/11/2023	11		3	6	8	17	37
18/11/2023	12		3	5	9	16	49
18/11/2023	13		3	6	14	24	53
18/11/2023	14		3	6	11	19	61
18/11/2023	15		3	5	9	16	65
18/11/2023	16		3	4	8	14	70
18/11/2023	17		3	5	22	30	53
18/11/2023	18		3	10	49	64	27
18/11/2023	19		3	18	64	91	11
18/11/2023	20		3	11	60	75	14
18/11/2023	21		3	27	67	109	3
18/11/2023	22		3	35	56	110	2
18/11/2023	23		3	27	43	85	2
19/11/2023	00		3	23	42	78	2
19/11/2023	01		3	12	33	52	4
19/11/2023	02		3	9	36	49	2
19/11/2023	03		3	7	21	32	4
19/11/2023	04		3	8	20	32	3
19/11/2023	05		3	5	14	21	6
19/11/2023	06		3	10	18	32	2
19/11/2023	07		3	16	25	49	3
19/11/2023	08		3	40	27	88	2
19/11/2023	09		3	17	25	51	8
19/11/2023	10		3	15	23	47	19
19/11/2023	11		3	20	30	60	24
19/11/2023	12		3	29	38	82	21
19/11/2023	13		3	36	48	102	19
19/11/2023	14		3	23	37	72	28
19/11/2023	15		3	11	32	47	42
19/11/2023	16		3	10	46	61	35
19/11/2023	17		3	8	35	47	40
19/11/2023	18		3	6	27	35	45
19/11/2023	19		3	5	24	31	39
19/11/2023	20		3	4	21	28	34
19/11/2023	21		3	7	32	43	18
19/11/2023	22		3	5	36	44	5
19/11/2023	23		3	4	34	39	9
20/11/2023	00		3	4	29	34	20
20/11/2023	01		3	4	18	23	27
20/11/2023	02		3	4	19	25	19
20/11/2023	03		3	4	12	18	29
20/11/2023	04		3	4	18	23	10
20/11/2023	05		3	5	21	29	6
20/11/2023	06		3	19	26	55	2
20/11/2023	07		3	47	38	110	2
20/11/2023	08		3	38	48	107	3
20/11/2023	09		3	15	41	63	14
20/11/2023	10		3	14	33	55	22
20/11/2023	11		3	13	27	48	27
20/11/2023	12		3	8	19	31	46
20/11/2023	13		3	6	18	28	62
20/11/2023	14		3	15	40	63	44
20/11/2023	15		3	13	32	53	47
20/11/2023	16		3	11	45	62	34
20/11/2023	17		3	7	37	47	39
20/11/2023	18		3	4	30	36	40
20/11/2023	19		3	13	58	78	15
20/11/2023	20		3	39	70	129	2
20/11/2023	21		3	54	61	143	2
20/11/2023	22		3	47	49	121	2
20/11/2023	23		3	36	48	103	2
21/11/2023	00		3	32	42	90	2
21/11/2023	01		3	27	34	76	2
21/11/2023	02		3	8	29	41	2
21/11/2023	03		3	4	28	35	4
21/11/2023	04		3	3	21	27	7
21/11/2023	05		3	12	25	44	5
21/11/2023	06		3	15	35	58	2
21/11/2023	07		3	47	48	119	2
21/11/2023	08		4	88	44	179	2
21/11/2023	09		4	72	45	155	5
21/11/2023	10		3	7	15	25	37
21/11/2023	11		3	5	8	15	49
21/11/2023	12		3	4	4	10	56
21/11/2023	13		3	4	5	11	54
21/11/2023	14		3	4	6	13	52
21/11/2023	15		3	4	5	11	53
21/11/2023	16		3	4	6	12	52
21/11/2023	17		3	4	16	21	43
21/11/2023	18		3	6	26	36	35
21/11/2023	19		3	5	22	29	37
21/11/2023	20		3	4	8	13	50
21/11/2023	21		3	4	5	11	55
21/11/2023	22		3	4	4	10	57
21/11/2023	23		3	4	4	9	59
22/11/2023	00		3	4	4	9	61
22/11/2023	01		3	4	4	9	61
